Comp_data,Year,Quarter,EPS,BVPS,ROA,ROE,P/E Ratio,DAR,MB,DY,DIV,Market Cap,Total Assets,Stock Price
CTI,2023,1,-0.277659212,20608.40292,0.014599246,0.059319415,13.83553206,0.699548689,0.810349063,0.05988024,0.739520958,9.1516E+11,4.48428E+12,12.35
CTI,2023,2,837.9655595,21391.19142,0.018262228,0.072665854,10.19179103,0.690874013,0.717585089,0.06514658,0.938110749,8.4118E+11,4.50053E+12,14.4
CTI,2023,3,97.20438129,21802.83833,0.014081981,0.055059419,12.91302177,0.692559265,0.68798382,0.066666667,0.99,8.22E+11,4.5717E+12,14.85
CTI,2023,4,382.9567503,21935.5542,0.016978982,0.065632321,11.28111628,0.687103545,0.718012404,0.063492064,0.977777778,8.631E+11,4.5437E+12,15.4
CTI,2022,1,392.2556069,23362.41409,-0.001189076,-0.004369538,-133.2428649,0.732282834,0.582131622,0.073529412,1.816176471,7.4528E+11,4.78218E+12,24.7
CTI,2022,2,538.8885406,19877.27971,0.002578716,0.009432205,51.42225793,0.713669846,0.568488252,0.088495575,1.14159292,6.1924E+11,4.5458E+12,12.9
CTI,2022,3,441.7003501,20318.98167,0.009135025,0.03301446,16.93161502,0.707249285,0.647178103,0.076045627,1.019011407,7.2062E+11,4.56772E+12,13.4
CTI,2022,4,226.7258327,20608.68058,0.019985325,0.071141057,7.350153707,0.700274274,0.601688204,0.080645161,1.024193549,6.7952E+11,4.52522E+12,12.7
CTI,2021,1,457.088568,20437.80488,0.021761639,0.073104538,8.034076544,0.698955403,0.685005072,0.071428571,1.280714285,7.672E+11,4.48949E+12,17.93
CTI,2021,2,217.070086,19491.59731,0.013360492,0.045654772,14.74478658,0.71913514,0.846518617,0.060606061,0.880606061,9.042E+11,4.68227E+12,14.53
CTI,2021,3,-115.204065,19301.38603,0.009409896,0.032473128,28.51837076,0.720780092,1.163128905,0.04454343,0.708240534,1.23026E+12,4.61095E+12,15.9
CTI,2021,4,-596.1908833,22902.31449,-0.000916869,-0.00326953,-216.2501139,0.738947499,0.733550315,0,0,9.2064E+11,4.74054E+12,26.95
CTI,2020,1,312.8490126,22830.49789,0.015152496,0.0474116,9.765076974,0.680405851,0.536562981,0.097959184,1.677061225,6.713E+11,4.6152E+12,17.12
CTI,2020,2,908.7248863,19803.55632,0.022701345,0.072328096,7.867561013,0.703925081,0.651398153,0.093023256,1.173953488,7.0692E+11,4.44183E+12,12.62
CTI,2020,3,202.8296876,19975.89818,0.021825556,0.070966834,8.716619977,0.704875384,0.71586268,0.083916084,1.022937063,7.8364E+11,4.61335E+12,12.19
CTI,2020,4,228.2572818,20338.59517,0.021404401,0.069098795,10.62573104,0.701489394,0.803890331,0,0,8.9598E+11,4.5551E+12,14.62
CTR,2024,1,1015.26171,16568.44829,0.078891771,0.284162999,32.10490068,0.714953827,8.878320856,0,0,1.68262E+13,6.64874E+12,135.44
CTR,2024,2,1093.737657,16378.05467,0.077171388,0.276926736,29.10450695,0.723064184,8.157256932,0,0,1.5282E+13,6.76481E+12,137.69
CTR,2024,3,1278.678202,14779.81771,0.078442928,0.284964566,26.83220568,0.748472044,8.423649228,0,0,1.4241E+13,6.72133E+12,126.4
CTR,2024,4,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,124.5
CTR,2023,1,948.4550519,15296.8603,0.085466804,0.297915666,18.43099444,0.715750749,4.883355051,0,0,8.54463E+12,6.15584E+12,56.24
CTR,2023,2,1085.238319,14569.96465,0.082526129,0.296520098,19.11082911,0.727756772,5.559382054,0,0,9.26526E+12,6.12202E+12,67.57
CTR,2023,3,1229.086005,15953.90556,0.078867107,0.289610835,20.70651974,0.73448466,5.641251896,0,0,1.02947E+13,6.87323E+12,74.66
CTR,2023,4,1252.268975,17379.5463,0.079630593,0.285586884,27.7828421,0.712696767,7.209624337,0,0,1.43326E+13,6.9291E+12,87.98
CTR,2022,1,779.8460281,12268.51231,0.100745556,0.314560526,18.08768578,0.645769911,5.069889359,0,0,7.1148E+12,3.96176E+12,81.68
CTR,2022,2,899.759168,11811.77069,0.10315951,0.315240597,16.51537647,0.687275534,5.062746441,0,0,6.84028E+12,4.32054E+12,58.6
CTR,2022,3,1121.063528,13097.8946,0.103528999,0.323971626,13.62664051,0.709434737,4.099895566,0,0,6.14252E+12,5.15632E+12,56.71
CTR,2022,4,1178.425035,14204.38153,0.088540158,0.30164391,16.52916272,0.731960794,4.505651996,0,0,7.3207E+12,6.06465E+12,47.64
CTR,2021,1,770.4554847,12300.49656,0.084311667,0.284385681,21.3789954,0.680250208,5.558149597,0,0,6.35302E+12,3.57477E+12,53.27
CTR,2021,2,883.455866,11812.5612,0.088937896,0.308787894,24.20386369,0.716982486,7.290459581,0,0,8.00251E+12,3.87848E+12,53.7
CTR,2021,3,986.1514559,12784.74607,0.09271211,0.312548887,21.67558852,0.687333439,6.405915265,0,0,7.61028E+12,3.79966E+12,61.43
CTR,2021,4,1403.471982,14115.78958,0.095696804,0.316325254,24.26772641,0.669951909,6.942580113,0,0,9.10654E+12,3.97768E+12,66.44
CTR,2020,1,836.1216349,15366.80153,0.076834974,0.224050454,13.68576827,0.650639652,2.849974987,0.045667314,0.606461925,2.65825E+12,2.67029E+12,13.28
CTR,2020,2,677.2653708,13907.18824,0.07565569,0.223834565,16.29559799,0.679723373,3.369768151,0.042676682,0.927364289,3.29961E+12,3.05782E+12,21.73
CTR,2020,3,972.757099,13375.67313,0.077101468,0.239344177,26.56687146,0.722569535,6.305327528,0.023714103,0.632455122,6.05394E+12,3.46094E+12,26.67
CTR,2020,4,1468.970409,14778.65415,0.086722715,0.284412158,22.07238871,0.726754251,5.704375995,0,0,6.05142E+12,3.88082E+12,40.46
CTS,2024,1,667.9130475,14428.23709,0.035982658,0.135910081,22.45546446,0.689985747,2.890165981,0.023980815,0.923261389,6.20239E+12,6.92236E+12,38.5
CTS,2024,2,140.4322246,14456.6308,0.027904981,0.105786466,27.37300256,0.729168245,2.808399866,0.024630542,0.94950739,6.03878E+12,7.93945E+12,38.55
CTS,2024,3,354.2240032,14879.27026,0.025143723,0.096198468,23.54809634,0.761544546,2.187607283,0.030721966,1.250384024,4.84143E+12,9.28105E+12,40.7
CTS,2024,4,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,35.5
CTS,2023,1,72.47126798,12560.5128,0.004151995,0.013050248,140.7877724,0.708444504,1.8271547,0.043572985,0.688453158,3.4127E+12,6.40621E+12,15.8
CTS,2023,2,514.2874959,13031.39323,0.016109515,0.051711987,42.21858589,0.724017103,2.117962332,0.036231884,0.778985508,4.10416E+12,7.0214E+12,21.5
CTS,2023,3,455.1638974,13486.55713,0.0227509,0.079125569,27.8512677,0.755274848,2.105800593,0.035211268,1.017605634,4.22312E+12,8.19478E+12,28.9
CTS,2023,4,219.5405234,13704.88278,0.027775405,0.096294311,32.13646318,0.761887459,2.955151143,0,0,6.0224E+12,8.55946E+12,28.3
CTS,2022,1,501.3017557,16117.2593,0.064453059,0.235079591,4.775928515,0.760615342,1.042360843,0.05952381,1.554761904,1.93049E+12,7.73664E+12,26.12
CTS,2022,2,23.55829853,12427.786,0.042925578,0.157506735,7.013993386,0.70366224,1.06615933,0.075471698,0.889056604,1.97029E+12,6.23622E+12,11.78
CTS,2022,3,89.2021725,12505.81202,0.040128223,0.143342248,8.106013032,0.672209548,1.151464614,0.069444444,1.14236111,2.1413E+12,5.67323E+12,16.45
CTS,2022,4,-22.22042342,12470.0943,0.012124886,0.038770018,34.31508289,0.631858103,1.31514643,0.06097561,0.771341464,2.4387E+12,5.03697E+12,12.65
CTS,2021,1,374.9706324,13884.79219,0.069891632,0.186756402,8.162382274,0.701049423,1.436823809,0.040100251,0.466365914,2.12267E+12,4.94174E+12,11.63
CTS,2021,2,1191.788577,14962.53118,0.06560523,0.195020045,10.53317225,0.690602085,1.884707852,0.028368794,0.470921985,3.00047E+12,5.1455E+12,16.6
CTS,2021,3,282.063884,15244.59507,0.060019095,0.194671872,13.75135731,0.706039654,2.528765102,0.02075227,0.402386511,4.10171E+12,5.51782E+12,19.39
CTS,2021,4,1651.640062,15767.21888,0.070533793,0.237903484,9.484057941,0.729001836,2.023184954,0.02507837,0.831598746,3.66562E+12,6.68569E+12,33.16
CTS,2020,1,-864.3956451,11476.27304,-0.009332363,-0.018082214,-33.07472902,0.413467044,0.632609556,0.082644628,0.307438017,7.72461E+11,2.08185E+12,3.72
CTS,2020,2,958.6718013,12399.35289,0.024706303,0.049165578,12.96940459,0.504174855,0.618580669,0.078226858,0.408344198,8.16085E+11,2.66079E+12,5.22
CTS,2020,3,155.9603831,12555.28501,0.027872967,0.056664694,24.17113902,0.555761492,1.330117156,0.035928144,0.192215569,1.77687E+12,3.00712E+12,5.35
CTS,2020,4,954.536541,13509.82156,0.036244099,0.09321085,13.2020907,0.663654996,1.176921541,0,0,1.69175E+12,4.27371E+12,11.3
CVT,2024,1,482.6344073,25201.63677,0.017413781,0.062924199,17.77403883,0.703584783,1.111038948,0,0,1.02734E+12,3.1342E+12,29.85
CVT,2024,2,613.9132766,25815.55005,0.013402389,0.047261176,22.09530841,0.71379629,1.024576271,0,0,9.70474E+11,3.32403E+12,28
CVT,2024,3,709.443978,26524.99697,0.015998776,0.055237,17.27307739,0.698719151,0.923657033,0,0,8.98927E+11,3.24341E+12,26
CVT,2024,4,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,25.35
CVT,2023,1,13.88211593,23626.07182,0.029778329,0.114308029,13.76619453,0.745747968,1.540670844,0,0,1.33555E+12,3.42976E+12,38.85
CVT,2023,2,992.1578856,24618.2297,0.029326728,0.112497531,13.38850215,0.73992482,1.45420692,0,0,1.31353E+12,3.49218E+12,36.4
CVT,2023,3,488.1383834,25106.36808,0.0286137,0.108971173,11.56398026,0.722827747,1.224788862,0,0,1.12824E+12,3.34066E+12,37.6
CVT,2023,4,-387.5993596,24719.00236,0.012151095,0.045551545,26.51758599,0.724607358,1.187345653,0,0,1.07688E+12,3.30987E+12,30.8
CVT,2022,1,61.70654754,21245.63809,0.041374186,0.12429024,15.91725719,0.734523424,1.920394193,0,0,1.49699E+12,2.93669E+12,47
CVT,2022,2,962.3802076,22202.76835,0.036421394,0.126539726,15.49018207,0.740732519,1.880396144,0,0,1.53184E+12,3.14248E+12,41.8
CVT,2022,3,502.9555069,22700.47392,0.026939643,0.097465645,19.43160793,0.729824455,1.821547874,0,0,1.51717E+12,3.0832E+12,42
CVT,2022,4,1060.53989,23755.68809,0.032735986,0.115127324,15.15385013,0.740682844,1.650131112,0,0,1.43828E+12,3.37638E+12,41.45
CVT,2021,1,48.93497988,18833.40155,0.090767227,0.162336171,12.98521954,0.481097309,2.18229298,0,0,1.508E+12,1.33168E+12,48.96
CVT,2021,2,830.3802908,19499.47524,0.080306093,0.147818653,13.2128132,0.479342245,1.974412107,0,0,1.4126E+12,1.37413E+12,41.5
CVT,2021,3,1070.234869,20569.71011,0.064218746,0.14209958,15.66429768,0.67898829,2.153652131,0,0,1.62541E+12,2.35107E+12,39.45
CVT,2021,4,600.9339789,21191.90694,0.049295653,0.122239111,18.26842223,0.68034857,2.213109001,0,0,1.7208E+12,2.43056E+12,45.5
CVT,2020,1,33.89205944,19282.88167,0.111873745,0.219215972,4.874816224,0.409513017,0.956807199,0.108401084,1.408130081,6.76947E+11,1.19817E+12,12.99
CVT,2020,2,1081.679167,18640.17246,0.125770995,0.230677476,5.581968398,0.41380737,1.236576542,0.086767896,1.318004339,8.45725E+11,1.16672E+12,15.19
CVT,2020,3,1155.985868,19810.10784,0.117891887,0.204442214,10.91671843,0.400800857,2.122653766,0.047562426,0.889892985,1.54285E+12,1.21304E+12,18.71
CVT,2020,4,878.537075,20812.18653,0.091836735,0.164936276,13.23159584,0.459786718,2.09012157,0.045977012,1.805517242,1.59605E+12,1.40634E+12,39.27
D2D,2024,1,32.2001914,30985.33136,0.012891155,0.021954076,72.05514381,0.399483759,1.56525678,0.06185567,2.208247423,1.4676E+12,1.56134E+12,35.7
D2D,2024,2,-203.4590094,30781.87235,0.008497847,0.014218337,81.20911808,0.402735201,1.153276175,0.084507042,3.325352115,1.07422E+12,1.55953E+12,39.35
D2D,2024,3,81.57165917,30863.44401,0.013257627,0.022216896,45.74935967,0.411332582,1.017384838,0.095541401,3.813057326,9.50156E+11,1.5865E+12,39.91
D2D,2024,4,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,31.7
D2D,2023,1,199.439969,33406.32507,0.013743781,0.022841703,46.25823652,0.390150925,1.047705784,0.085714286,1.502571428,1.05909E+12,1.65757E+12,17.53
D2D,2023,2,32.49355626,30438.81862,0.013914417,0.023508398,35.08921593,0.442783856,0.88045467,0.111940299,2.509701492,8.10961E+11,1.65299E+12,22.42
D2D,2023,3,-167.6337142,30271.18491,0.013260649,0.022470006,36.3391902,0.407788595,0.858902619,0.115384615,2.540769231,7.86753E+11,1.54674E+12,22.02
D2D,2023,4,776.035563,30953.13117,0.015983835,0.026529642,50.99456282,0.399366649,1.402119862,0.069124424,1.41013825,1.31327E+12,1.55883E+12,20.4
D2D,2022,1,202.6587699,36455.29778,0.109053229,0.188747484,5.92478594,0.381650728,1.083518786,0.075949367,3.232405064,1.19526E+12,1.78399E+12,42.56
D2D,2022,2,25.34814616,32980.64593,0.07884563,0.132566633,6.253771983,0.40331312,0.883851701,0.102915952,3.159519726,8.82071E+11,1.67255E+12,30.7
D2D,2022,3,-119.3472879,32861.29864,0.029980857,0.049360297,12.86763538,0.400955139,0.669480541,0.136363636,3.227727274,6.65714E+11,1.65993E+12,23.67
D2D,2022,4,651.1811849,33206.8851,0.009961416,0.016349309,44.99763694,0.398740153,0.769418749,0.11741683,1.976125244,7.73136E+11,1.67338E+12,16.83
D2D,2021,1,1556.79147,33592.5716,0.132219235,0.281216097,5.699389207,0.485819832,1.494378001,0.059760956,2.238645419,1.51904E+12,1.97694E+12,37.46
D2D,2021,2,2031.068783,33623.64038,0.11449834,0.231892012,7.294467141,0.469149202,1.623857482,0.054945055,1.983516482,1.65218E+12,1.91663E+12,36.1
D2D,2021,3,2832.123768,34955.76415,0.142460504,0.273976806,6.537971902,0.447077671,1.719315869,0.049916805,1.827454242,1.81861E+12,1.91302E+12,36.61
D2D,2021,4,1601.05621,36252.63901,0.128094232,0.234916559,7.467859315,0.385785068,1.652293506,0.050083473,2.065442406,1.81256E+12,1.78601E+12,41.24
D2D,2020,1,2285.707576,38866.71049,0.182500179,0.56311867,2.990705915,0.593296473,1.451113287,0.053191489,0.97712766,1.20188E+12,2.03649E+12,18.37
D2D,2020,2,4762.480075,42306.25794,0.212547972,0.574199446,3.109451203,0.563858348,1.583690056,0.044776119,1.059850746,1.42777E+12,2.06709E+12,23.67
D2D,2020,3,1124.795904,29861.98906,0.163926472,0.398964786,5.360422297,0.551672949,2.005894513,0.050083473,1.665776295,1.81256E+12,2.01553E+12,33.26
D2D,2020,4,2772.469067,32035.78013,0.130721613,0.303564182,6.182409687,0.516176915,1.707465833,0,0,1.65521E+12,2.00361E+12,40.24
DAH,2024,1,0.525930036,10862.19602,0.002262011,0.002815369,126.9326,0.175544884,0.356281547,0,0,3.25854E+11,1.11858E+12,4.13
DAH,2024,2,0.977534371,10863.17356,0.001812144,0.002237519,129.4972264,0.170602204,0.289049971,0,0,2.64388E+11,1.11199E+12,3.94
DAH,2024,3,1.452565748,10864.62612,0.001478545,0.001809735,177.8503297,0.161711438,0.321225964,0,0,2.93858E+11,1.10035E+12,3.2
DAH,2024,4,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,3.4
DAH,2023,1,9.456550166,10826.02965,0.023838911,0.030047629,14.50750747,0.211266182,0.435062544,0,0,3.96582E+11,1.15572E+12,4.27
DAH,2023,2,7.218532316,10833.24819,0.008054575,0.010150253,43.04091126,0.203335676,0.436618816,0,0,3.98266E+11,1.14497E+12,4.62
DAH,2023,3,6.07694766,10839.32513,0.003747945,0.004724648,84.78563792,0.197251255,0.400393931,0,0,3.65428E+11,1.13693E+12,4.78
DAH,2023,4,16.66721151,10861.67009,0.00332393,0.004160576,90.02818753,0.198127388,0.373791504,0,0,3.41852E+11,1.13908E+12,4.4
DAH,2022,1,220.9778902,10473.56162,0.067192343,0.104891671,6.747771952,0.232469288,0.694128728,0,0,6.12134E+11,1.14898E+12,12.95
DAH,2022,2,221.9825812,10745.09397,0.072609845,0.101707909,4.81745087,0.203973037,0.477427188,0,0,4.31946E+11,1.13657E+12,6.92
DAH,2022,3,64.78447576,10809.87845,0.059383602,0.075778751,5.865443691,0.196159529,0.434787498,0,0,3.9574E+11,1.1323E+12,6.65
DAH,2022,4,28.43588454,10816.5731,0.037843764,0.048833431,8.105907789,0.214815654,0.385519513,0,0,3.51114E+11,1.16226E+12,4.39
DAH,2021,1,-160.8873597,9438.099956,-0.042935234,-0.078725182,-9.15652426,0.469007483,0.766044017,0,0,2.47266E+11,6.07886E+11,6.25
DAH,2021,2,70.87499341,9842.644809,-0.038347439,-0.074255017,-12.76088459,0.541463352,0.910324427,0,0,7.54432E+11,7.16956E+11,11.1
DAH,2021,3,166.7588738,9975.51124,0.000648381,0.001334871,1052.526623,0.562767498,0.952332143,0,0,7.999E+11,7.77477E+11,8.88
DAH,2021,4,293.5584576,10252.58373,0.040194884,0.058716962,15.34743144,0.232708562,1.131422118,0,0,9.7672E+11,1.12683E+12,11.95
DAH,2020,1,1.878139766,10576.80916,0.004607343,0.008610594,58.57708479,0.412020324,0.515278277,0,0,1.8639E+11,6.15203E+11,9
DAH,2020,2,109.849914,10679.64153,-0.004873731,-0.008842464,-44.60097271,0.435112094,0.39608071,0,0,1.44666E+11,6.46577E+11,16.9
DAH,2020,3,-327.2736979,10412.50612,-0.011034182,-0.019338199,-17.47254957,0.449847969,0.344777708,0,0,1.22778E+11,6.4729E+11,4.99
DAH,2020,4,-411.2897787,9589.107876,-0.054108497,-0.097143336,-8.47456759,0.46594334,0.865565401,0,0,2.8386E+11,6.14069E+11,3.95
DAT,2024,1,201.7710196,12212.34024,0.04246967,0.088335944,8.188883207,0.517177866,0.711575327,0.115074799,1.046029919,6.01597E+11,1.7723E+12,9.09
DAT,2024,2,237.2828353,12449.67123,0.038883716,0.078362571,8.059416793,0.466693625,0.621703164,0.129198966,1.139534884,5.35827E+11,1.63533E+12,8.82
DAT,2024,3,204.5993951,12654.27063,0.035862071,0.070624427,8.83979429,0.489176658,0.61560245,0.128369705,1.039794608,5.39289E+11,1.73504E+12,8.1
DAT,2024,4,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,7.8
DAT,2023,1,241.9763023,12254.80545,0.04796988,0.107874642,8.293152322,0.535900295,0.877206908,0.093023256,0.826046512,6.76552E+11,1.68395E+12,8.88
DAT,2023,2,371.9245131,12628.84109,0.044565762,0.097901192,9.039319017,0.530658587,0.863103742,0.091743119,0.863302753,6.85993E+11,1.7153E+12,9.41
DAT,2023,3,312.0956361,12940.93672,0.044745835,0.097464123,7.453089722,0.53399966,0.708604037,0.109051254,1.080697928,5.77115E+11,1.76975E+12,9.91
DAT,2023,4,261.3459665,13211.62606,0.044104075,0.093671787,7.938591797,0.493876521,0.719063646,0.105263158,0.887368421,5.97883E+11,1.66195E+12,8.43
DAT,2022,1,255.0181587,12684.60723,0.023066035,0.054486667,25.38489953,0.603800857,1.352032404,0.116618076,2.036151603,9.4679E+11,1.76747E+12,17.46
DAT,2022,2,462.3316217,11589.21744,0.03034004,0.071793939,15.07209124,0.572562919,1.035445237,0.166666667,2.313333334,7.55221E+11,1.70638E+12,13.88
DAT,2022,3,287.5764667,11876.7939,0.038709802,0.091465237,9.428782294,0.549505082,0.825138508,0.204081633,2.616326531,6.16764E+11,1.65921E+12,12.82
DAT,2022,4,304.3657664,12175.90801,0.0474111,0.11049262,7.778597048,0.562687526,0.813081045,0.202020202,1.864646464,6.23058E+11,1.75303E+12,9.23
DAT,2021,1,248.7037075,14296.46316,0.037157334,0.092138477,16.62115464,0.579001617,1.489878983,0,0,9.79915E+11,1.56227E+12,18.47
DAT,2021,2,354.0235049,14688.13269,0.03829649,0.092508756,20.05057385,0.569106658,1.804177601,0,0,1.21914E+12,1.56822E+12,15.35
DAT,2021,3,60.71058743,14748.84328,0.029034156,0.068436666,21.84109788,0.549448924,1.468982997,0,0,1.19614E+12,1.50599E+12,18.14
DAT,2021,4,74.9681038,12381.88875,0.021228828,0.052127536,25.40481562,0.57967052,1.288171807,0.12539185,2.012539184,8.80542E+11,1.62625E+12,16.05
DAT,2020,1,87.75619402,12860.52931,0.034233379,0.090094878,26.04453428,0.618021143,2.289952403,0.050933786,0.504244482,1.35486E+12,1.54892E+12,9.9
DAT,2020,2,313.8649897,13174.3943,0.034676604,0.090855735,30.70486289,0.612479931,2.71739248,0.041899441,0.324301676,1.64699E+12,1.56403E+12,7.74
DAT,2020,3,390.3945771,13917.11689,0.032810997,0.08458878,26.79758667,0.592075572,2.148433489,0.050167224,1.095150502,1.37556E+12,1.56956E+12,21.83
DAT,2020,4,328.5361438,14047.75946,0.032303838,0.084039675,22.24041044,0.602983967,1.786761802,0,0,1.15474E+12,1.65076E+12,20.4
AAA,2024,1,352.3817604,14327.6236,0.032113694,0.067006539,12.50802251,0.481150425,0.844522465,0,0,4.62552E+12,1.16866E+13,11.2
AAA,2024,2,355.4719811,14589.61,0.03935626,0.083956795,7.78709072,0.497690348,0.647035802,0,0,3.60867E+12,1.22679E+13,11.05
AAA,2024,3,57.02603274,13221.19732,0.031834585,0.071987768,8.20643882,0.533730993,0.627023393,0,0,3.16906E+12,1.30322E+13,9.69
AAA,2024,4,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,8.72
AAA,2023,1,140.9863355,14572.40267,0.011069766,0.022521853,34.15745153,0.428439999,0.772007215,0.133333333,1.238666666,4.30059E+12,1.0902E+13,9.29
AAA,2023,2,110.5883678,14581.44781,0.007088296,0.014062787,45.71644531,0.435061861,0.641225763,0.160427808,1.732620321,3.57427E+12,1.123E+13,10.8
AAA,2023,3,259.106389,14846.92158,0.008758852,0.01745932,37.24959917,0.444645804,0.639863284,0.157894737,1.474736842,3.63161E+12,1.16103E+13,9.34
AAA,2023,4,245.3026182,13979.91649,0.025864154,0.053278561,14.26542528,0.486753494,0.772536804,0.138888889,1.3125,4.12856E+12,1.1535E+13,9.45
AAA,2022,1,269.8429385,16804.54766,0.029693914,0.055739323,13.11554445,0.487080355,0.720043184,0.082644628,1.537190083,3.94986E+12,1.04771E+13,18.6
AAA,2022,2,223.465327,14496.67585,0.028683726,0.054611024,9.29933402,0.488419833,0.555299717,0.124223603,1.403726708,3.07731E+12,1.09277E+13,11.3
AAA,2022,3,208.9236212,14685.34745,0.029422292,0.055026482,7.724602564,0.432962725,0.484837014,0.140449438,1.389044944,2.72179E+12,1.1278E+13,9.89
AAA,2022,4,-255.6447909,14439.59084,0.014669233,0.026252368,21.3915906,0.427935962,0.637137167,0.108695652,0.742391305,3.51693E+12,1.07813E+13,6.83
AAA,2021,1,253.2073934,15906.95311,0.03308636,0.072680637,12.40404918,0.550334219,0.968130093,0.097402597,1.41525974,4.5701E+12,9.17939E+12,14.53
AAA,2021,2,264.4529427,14585.18136,0.033456325,0.068706386,14.30413951,0.459110395,1.114144528,0.092307692,1.590461538,5.30456E+12,9.64231E+12,17.23
AAA,2021,3,191.507806,14500.2305,0.030168856,0.060367607,17.64913139,0.467946103,1.213773809,0.085227273,1.338068181,5.74525E+12,9.95712E+12,15.7
AAA,2021,4,185.389629,14687.4523,0.031244086,0.061242978,17.56389897,0.453704622,1.150642035,0.088757396,1.792899407,5.51674E+12,9.99163E+12,20.2
AAA,2020,1,276.9151205,13896.90019,0.039040395,0.096692369,6.071467892,0.582795032,0.791543427,0.136363636,1.069090909,2.3232E+12,7.76823E+12,7.84
AAA,2020,2,305.214232,13560.84873,0.031607435,0.076788523,8.436076647,0.583694469,0.800097414,0.138248848,1.346543779,2.4061E+12,7.78658E+12,9.74
AAA,2020,3,354.2803588,15964.6576,0.033213199,0.07688906,8.801782273,0.516605151,0.764188015,0.12295082,1.256557377,2.70547E+12,8.20618E+12,10.22
AAA,2020,4,260.221319,21037.55354,0.031677587,0.072052092,13.78384797,0.530415021,0.774804921,0,0,3.61469E+12,8.56961E+12,12.72
AAM,2024,1,-198.253846,19190.53672,-0.012175479,-0.012842568,-32.93673784,0.048715847,0.427293938,0.024390244,0.226829268,85699692400,2.10835E+11,9.3
AAM,2024,2,-154.6119253,19035.92479,-0.023752489,-0.025243577,-14.8075984,0.070258098,0.378232215,0.027777778,0.229166667,75248510400,2.13982E+11,8.25
AAM,2024,3,-121.8025495,18914.12224,-0.025161476,-0.026713923,-13.6959509,0.065352799,0.370093833,0.028571429,0.222285715,73158274000,2.11497E+11,7.78
AAM,2024,4,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,7.3
AAM,2023,1,118.0027541,20151.40859,0.072987987,0.077014268,6.937698803,0.043136815,0.528499035,0.056338028,0.622535212,1.11305E+11,2.201E+11,11.05
AAM,2023,2,82.66280704,19531.48796,0.036955625,0.038859879,13.57390365,0.041719111,0.53759345,0.057142857,0.605714285,1.09737E+11,2.13014E+11,10.6
AAM,2023,3,-96.93943623,19431.96509,0.020310617,0.021352647,22.62241305,0.068877293,0.491972889,0.062761506,0.658995816,99913299920,2.1811E+11,10.5
AAM,2023,4,-36.43164237,19388.79056,0,0,135.9997084,0.048021227,0.471922164,0,0,95628315300,2.12857E+11,9.33
AAM,2022,1,199.930271,18793.66348,0.017029833,0.017741124,36.23276789,0.045393877,0.630531669,0,0,1.23847E+11,2.05756E+11,14.62
AAM,2022,2,844.2108161,19637.8743,0.074792126,0.07813049,8.27090776,0.055123027,0.618702402,0,0,1.26982E+11,2.17212E+11,10.86
AAM,2022,3,254.0139443,19891.88824,0.084330107,0.088896582,6.902933678,0.069198165,0.593206631,0,0,1.23324E+11,2.23349E+11,10.96
AAM,2022,4,318.8636306,20049.05,0.080538876,0.08369059,7.019090297,0.04137291,0.566111611,0.061674009,0.664229075,1.18621E+11,2.1858E+11,10.77
AAM,2021,1,-105.5442862,18466.61146,-0.064208148,-0.069109808,-8.369816134,0.058164441,0.595669651,0,0,1.14963E+11,2.04917E+11,10.34
AAM,2021,2,-297.7415751,18168.86988,-0.077788901,-0.083483748,-7.073706861,0.045626233,0.605431162,0,0,1.14963E+11,1.98964E+11,10.06
AAM,2021,3,13.60022426,18182.47011,-0.05757087,-0.060927752,-11.09247741,0.03557315,0.681975547,0,0,1.29595E+11,1.97038E+11,10.58
AAM,2021,4,411.2631017,18593.73321,0.001094957,0.001161144,671.9973908,0.033622267,0.779832637,0,0,1.51542E+11,2.01088E+11,11.85
AAM,2020,1,63.70623103,19788.68334,0.025170514,0.027547853,19.91268482,0.056288571,0.560926658,0.045045045,0.478828828,1.16008E+11,2.19151E+11,10.63
AAM,2020,2,-56.93334429,19727.87483,0.006670919,0.007209379,80.46541607,0.058281136,0.588000487,0.043103448,0.435775862,1.21234E+11,2.1894E+11,10.11
AAM,2020,3,-423.5796073,19300.42006,-0.015956174,-0.017124349,-34.57342716,0.087298034,0.606204423,0.042735043,0.466239316,1.22279E+11,2.21006E+11,10.91
AAM,2020,4,-728.1890758,18572.15574,-0.054604621,-0.059022747,-11.451592,0.079297765,0.597668906,0,0,1.16008E+11,2.10819E+11,10.53
