,Revenue,Net Income,EPS (Diluted),Dividend Per Share,Total Assets,Total Liabilities,Shareholders' Equity,Book Value Per Share,Market Capitalization,PE Ratio,PS Ratio,PB Ratio,Return on Assets (ROA),Return on Equity (ROE),Earnings Yield,Dividend Yield,Stock Symbol,Date,Stock Price,Symbol
Q4 2021,1119,-105.62,-0.06,-,574980,515568,59412,4.39,28077,-,3.03,0.39,0.65%,7.41%,14.10%,-,6196,2021-12-31 00:00:00,1.555,6196
Q3 2021,1895,877.94,0.09,-,561962,512008,49954,4.46,27497,8.39,3.06,0.46,0.98%,11.44%,14.09%,-,6196,2021-09-30 00:00:00,1.412,6196
Q2 2021,2388,1329,0.12,-,571970,523029,48940,4.35,29069,8.92,3.24,0.49,0.85%,10.01%,13.25%,-,6196,2021-06-30 00:00:00,1.473,6196
Q1 2021,2146,1125,0.11,-,554388,507215,47173,4.16,29499,9.19,3.35,0.53,-0.07%,-0.84%,12.86%,-,6196,2021-03-31 00:00:00,1.51,6196
Q4 2020,1017,-125.11,-0.06,-,547813,501842,45972,4.03,34295,-,3.90,0.63,0.70%,8.96%,10.97%,-,6196,2020-12-31 00:00:00,1.503,6196
Q3 2020,1908,874.82,0.09,-,535386,493098,42289,4.19,23716,8.40,2.92,0.49,1.01%,13.00%,14.38%,-,6196,2020-09-30 00:00:00,1.367,6196
Q2 2020,2346,1323,0.14,-,533873,492243,41630,4.12,21322,7.14,2.64,0.47,0.87%,11.10%,16.64%,-,6196,2020-06-30 00:00:00,1.367,6196
Q1 2020,2125,1095,0.12,-,532678,491438,41241,4.07,22262,7.21,2.71,0.49,-0.23%,-2.80%,16.39%,-,6196,2020-03-31 00:00:00,1.456,6196
Q4 2019,,,,,,,,,,,,,,,,,6196,2019-12-31 00:00:00,1.825,6196
Q3 2024,31474,370.13,0.09,-,270240,174305,95935,4.12,18959,-40.57,0.15,0.18,0.58%,1.42%,-2.46%,-,2009,2024-09-30 00:00:00,0.8,2009
Q2 2024,32729,501.91,-0.00,-,270458,176733,93725,4.11,13585,-,0.12,0.13,-1.57%,-8.93%,-9.42%,-,2009,2024-06-30 00:00:00,0.56,2009
Q1 2024,12834,-1309,-0.12,-,273128,181127,92001,4.12,18261,-,0.17,0.18,-1.03%,-3.68%,-5.65%,-,2009,2024-03-31 00:00:00,0.592,2009
Q4 2023,35360,14.65,0.00,0.025,269679,175315,94364,4.26,19254,691.82,0.16,0.19,0.37%,-1.84%,0.14%,3.95%,2009,2023-12-31 00:00:00,0.697,2009
Q3 2023,23459,-399.45,-0.00,-,282604,188140,94464,4.29,21583,-,0.21,0.21,0.67%,3.62%,-5.50%,-,2009,2023-09-30 00:00:00,0.773,2009
Q2 2023,25656,741.71,0.04,-,284439,190811,93629,4.35,21655,-126.90,0.21,0.21,-0.22%,-3.54%,-1.06%,-,2009,2023-06-30 00:00:00,0.821,2009
Q1 2023,23480,-331.65,-0.03,-,282838,186969,95868,4.37,25733,-,0.22,0.23,-0.84%,-5.53%,2.69%,-,2009,2023-03-31 00:00:00,0.9,2009
Q4 2022,23246,-1117,-0.09,0.067,281520,186624,94896,4.41,26307,-,0.23,0.25,1.38%,2.71%,5.21%,8.50%,2009,2022-12-31 00:00:00,0.891,2009
Q3 2022,24543,493.76,0.09,-,289571,188610,100961,4.52,25133,8.95,0.20,0.23,2.13%,9.18%,11.18%,-,2009,2022-09-30 00:00:00,0.838,2009
Q2 2022,31949,1560,0.09,-,283932,185808,98124,4.50,29724,8.98,0.21,0.26,0.62%,0.68%,11.26%,-,2009,2022-06-30 00:00:00,1.006,2009
Q1 2022,23084,275.67,0.03,-,282575,184104,98471,4.47,34493,9.35,0.23,0.28,0.91%,2.72%,10.70%,-,2009,2022-03-31 00:00:00,1.013,2009
Q4 2021,36229,216.71,0.02,0.104,286357,190823,95534,4.47,31900,8.86,0.21,0.27,1.85%,5.78%,11.29%,13.20%,2009,2021-12-31 00:00:00,0.965,2009
Q3 2021,29692,804.46,0.11,-,283376,189715,93662,4.51,31519,13.06,0.21,0.28,3.44%,11.96%,10.90%,-,2009,2021-09-30 00:00:00,1.06,2009
Q2 2021,34774,1691,0.12,-,278663,185207,93456,4.45,30393,10.58,0.20,0.27,0.86%,1.75%,12.79%,-,2009,2021-06-30 00:00:00,1.164,2009
Q1 2021,22939,220.95,0.02,-,290494,196190,94303,4.39,32978,13.35,0.24,0.29,1.74%,3.08%,10.53%,-,2009,2021-03-31 00:00:00,1.233,2009
Q4 2020,36168,127.59,-0.07,0.060,291352,196896,94456,4.39,32921,-,0.26,0.29,2.54%,9.52%,10.26%,6.23%,2009,2020-12-31 00:00:00,1.157,2009
Q3 2020,30908,1193,0.14,-,298809,203740,95068,4.40,32561,10.59,0.30,0.30,3.75%,10.99%,9.44%,-,2009,2020-09-30 00:00:00,1.089,2009
Q2 2020,27210,1387,0.12,-,296474,203475,92999,4.31,31511,16.31,0.33,0.31,0.46%,-1.05%,7.56%,-,2009,2020-06-30 00:00:00,1.15,2009
Q1 2020,13719,136.74,0.01,-,284020,202050,81970,4.32,34474,9.24,0.35,0.38,1.53%,-0.66%,10.82%,-,2009,2020-03-31 00:00:00,1.366,2009
Q4 2019,,,,,,,,,,,,,,,,,2009,2019-12-31 00:00:00,1.683,2009
Q3 2024,2650,175.4,0.14,-,23579,9355,14224,11.22,18226,10.76,1.34,1.16,4.97%,15.55%,9.30%,-,811,2024-09-30 00:00:00,9.915,0811
Q2 2024,3314,509.5,0.41,0.190,21892,7955,13938,10.99,16217,9.85,1.23,1.08,2.51%,6.22%,10.16%,6.66%,811,2024-06-30 00:00:00,9.542,0811
Q1 2024,2474,206.29,0.17,-,22725,8868,13856,10.95,16734,9.74,1.28,1.11,5.72%,19.39%,10.27%,-,811,2024-03-31 00:00:00,7.663,0811
Q4 2023,3879,638.68,0.52,0.400,21788,8373,13414,10.59,14989,8.62,1.15,1.01,2.29%,5.72%,11.61%,6.79%,811,2023-12-31 00:00:00,6.502,0811
Q3 2023,2562,178.31,0.14,-,22624,9270,13353,10.65,14260,8.49,1.15,1.00,5.63%,17.86%,11.78%,-,811,2023-09-30 00:00:00,5.609,0811
Q2 2023,3116,562.53,0.46,-,20883,7578,13305,10.62,14649,9.41,1.19,1.02,2.01%,6.41%,10.63%,-,811,2023-06-30 00:00:00,5.209,0811
Q1 2023,2311,199.63,0.16,-,21509,8639,12870,10.29,13478,8.26,1.07,0.92,6.57%,20.33%,12.10%,-,811,2023-03-31 00:00:00,5.289,0811
Q4 2022,3599,624.27,0.49,0.340,20651,7989,12662,10.12,11210,7.10,0.91,0.78,1.61%,1.90%,14.09%,8.52%,811,2022-12-31 00:00:00,4.518,0811
Q3 2022,2352,54.6,0.05,-,20417,8665,11752,9.62,10384,6.86,0.88,0.80,5.16%,18.82%,14.57%,-,811,2022-09-30 00:00:00,4.278,0811
Q2 2022,2773,548.63,0.43,-,18867,7117,11751,9.62,10944,6.58,0.87,0.80,2.24%,5.91%,15.21%,-,811,2022-06-30 00:00:00,4.784,0811
Q1 2022,2207,169.16,0.14,-,19517,7992,11525,9.43,11828,7.26,0.89,0.83,5.29%,22.24%,13.77%,-,811,2022-03-31 00:00:00,4.545,0811
Q4 2021,3402,598.48,0.50,0.320,18774,7664,11110,9.09,11428,7.13,0.89,0.84,1.97%,4.01%,14.03%,8.34%,811,2021-12-31 00:00:00,4.721,0811
Q3 2021,2397,104.55,0.08,-,18431,7999,10432,8.55,10950,7.48,0.88,0.87,4.87%,17.12%,13.37%,-,811,2021-09-30 00:00:00,4.697,0811
Q2 2021,2708,446.49,0.36,-,17206,6807,10399,8.52,10762,6.96,0.89,0.86,2.94%,6.24%,14.36%,-,811,2021-06-30 00:00:00,4.442,0811
Q1 2021,1953,156.42,0.13,-,17105,6855,10250,8.39,11699,7.81,1.04,0.96,6.52%,20.38%,12.81%,-,811,2021-03-31 00:00:00,4.006,0811
Q4 2020,3279,504.31,0.42,0.310,16969,6941,10028,8.22,10661,7.11,1.00,0.90,3.24%,7.54%,14.07%,10.32%,811,2020-12-31 00:00:00,3.572,0811
Q3 2020,2122,178.21,0.14,-,16791,7256,9535,7.81,11587,8.82,1.16,1.06,3.39%,18.18%,11.33%,-,811,2020-09-30 00:00:00,3.655,0811
Q2 2020,2118,424.02,0.33,-,15512,6274,9237,7.57,11156,8.92,1.19,1.10,2.34%,6.68%,11.21%,-,811,2020-06-30 00:00:00,3.924,0811
Q1 2020,1488,156.24,0.13,-,15226,6170,9056,7.41,11688,9.90,1.24,1.18,3.92%,17.35%,10.10%,-,811,2020-03-31 00:00:00,3.499,0811
Q4 2019,,,,,,,,,,,,,,,,,811,2019-12-31 00:00:00,4.109,0811
Q3 2024,485.8,99.44,0.11,-,9525,1534,7991,9.22,13602,-13452.85,5.78,1.54,-0.63%,5.08%,-0.01%,-,6127,2024-09-30 00:00:00,9.79,6127
Q2 2024,524.55,102.48,0.14,-,9661,1746,7915,10.77,9866,67.21,4.15,1.16,0.21%,-13.44%,1.49%,-,6127,2024-06-30 00:00:00,7.5,6127
Q1 2024,324.81,-272.22,-0.36,-,9733,1740,7994,10.57,13427,-,5.31,1.55,4.76%,3.16%,-0.51%,-,6127,2024-03-31 00:00:00,8.956,6127
Q4 2023,789.41,69.39,0.09,0.160,10027,1746,8281,10.86,17972,41.09,6.86,1.97,3.55%,11.64%,2.43%,1.40%,6127,2023-12-31 00:00:00,12.561,6127
Q3 2023,575,236.97,0.33,-,10233,1993,8240,11.12,17741,21.47,6.41,2.01,3.47%,-4.79%,4.66%,-,6127,2023-09-30 00:00:00,13.576,6127
Q2 2023,642.69,-97.13,-0.13,-,10219,2195,8024,10.75,22262,-,8.23,2.57,2.18%,9.07%,3.85%,-,6127,2023-06-30 00:00:00,19.241,6127
Q1 2023,369.39,187.76,0.25,-,10548,2186,8362,11.14,29564,22.76,10.93,3.09,8.60%,22.30%,4.39%,-,6127,2023-03-31 00:00:00,20.892,6127
Q4 2022,991.58,442.22,0.59,0.286,10364,2173,8191,10.91,33155,27.30,12.93,3.58,3.53%,13.83%,3.66%,1.18%,6127,2022-12-31 00:00:00,27.321,6127
Q3 2022,499.51,260.91,0.34,-,10079,2408,7671,10.25,30554,29.41,14.30,3.61,3.38%,13.38%,3.40%,-,6127,2022-09-30 00:00:00,20.482,6127
Q2 2022,505.91,245.77,0.32,-,10647,3241,7406,9.89,46794,51.56,22.71,5.39,1.80%,6.93%,1.94%,-,6127,2022-06-30 00:00:00,32.036,6127
Q1 2022,270.98,125.35,0.17,-,8957,1685,7272,9.71,49971,68.62,25.49,5.56,6.27%,17.73%,1.46%,-,6127,2022-03-31 00:00:00,35.113,6127
Q4 2021,659.88,309.45,0.41,0.184,8537,1393,7144,9.55,49402,72.20,26.54,5.63,2.49%,5.60%,1.39%,0.70%,6127,2021-12-31 00:00:00,31.139,6127
Q3 2021,322.25,94.27,0.13,-,8202,1388,6814,9.14,67227,132.67,42.77,8.17,2.82%,3.63%,0.75%,-,6127,2021-09-30 00:00:00,51.083,6127
Q2 2021,333.56,60.38,0.08,-,7869,1260,6609,8.90,57855,127.08,39.65,7.28,1.97%,9.52%,0.79%,-,6127,2021-06-30 00:00:00,60.582,6127
Q1 2021,200.99,93.36,0.14,-,7634,1038,6596,8.88,45177,97.82,33.93,5.77,19.14%,62.40%,1.02%,-,6127,2021-03-31 00:00:00,46.408,6127
Q4 2020,444.39,171.46,0.28,0.128,2108,883.66,1224,1.96,27852,74.45,21.80,19.16,7.31%,22.21%,1.34%,-,6127,2020-12-31 00:00:00,,6127
Q3 2020,234.16,53.33,0.08,-,1800,829.54,970.18,1.56,23931,82.85,22.73,21.61,8.93%,31.84%,1.21%,-,6127,2020-09-30 00:00:00,,6127
Q2 2020,242.64,71.1,0.11,-,1721,794.18,926.79,1.49,26146,100.74,28.51,25.71,3.41%,8.80%,0.99%,-,6127,2020-06-30 00:00:00,,6127
Q1 2020,154.71,19.13,0.03,-,1601,742.68,857.96,1.38,12833,60.48,16.29,13.67,16.82%,56.18%,1.65%,-,6127,2020-03-31 00:00:00,,6127
Q4 2019,,,,,,,,,,,,,,,,,6127,2019-12-31 00:00:00,,6127
Q3 2024,1232,116.43,0.08,-,18121,5907,12215,8.27,16657,-102.78,2.76,1.23,3.78%,16.70%,-0.97%,-,9989,2024-09-30 00:00:00,4.13,9989
Q2 2024,1464,508.64,0.35,-,18574,6364,12209,8.27,12336,-47.26,2.06,0.94,3.37%,5.13%,-2.12%,-,9989,2024-06-30 00:00:00,3.26,9989
Q1 2024,1373,155.04,0.11,-,18875,6736,12139,8.22,11899,-15.80,1.99,0.90,-8.94%,-30.84%,-6.33%,-,9989,2024-03-31 00:00:00,2.78,9989
Q4 2023,1382,-926.43,-0.63,-,19203,7215,11988,8.12,16905,-,2.82,1.28,1.81%,0.62%,-5.10%,-,9989,2023-12-31 00:00:00,3.58,9989
Q3 2023,1350,19.82,0.01,-,20121,7622,12499,8.46,17360,74.08,2.78,1.29,2.23%,1.81%,1.35%,-,9989,2023-09-30 00:00:00,4.07,9989
Q2 2023,1412,56.81,0.04,-,20787,8294,12493,8.45,16404,44.70,2.48,1.22,1.84%,2.12%,2.24%,-,9989,2023-06-30 00:00:00,4.3,9989
Q1 2023,1301,66.54,0.05,-,20623,8151,12472,8.43,20842,32.62,2.78,1.46,1.30%,2.09%,3.07%,-,9989,2023-03-31 00:00:00,5.328,9989
Q4 2022,1764,75.17,0.05,0.100,20816,8407,12409,8.39,19320,23.49,2.39,1.38,2.34%,4.54%,4.26%,2.12%,9989,2022-12-31 00:00:00,5.328,9989
Q3 2022,1637,141.12,0.10,-,21469,8997,12472,8.42,21838,45.86,2.78,1.59,4.20%,9.21%,2.18%,-,9989,2022-09-30 00:00:00,5.055,9989
Q2 2022,1848,276.2,0.19,-,21362,9216,12146,8.20,27273,56.27,3.32,1.92,4.33%,8.08%,1.78%,-,9989,2022-06-30 00:00:00,7.045,9989
Q1 2022,1910,234.94,0.16,-,20130,8376,11754,7.93,23932,58.31,2.76,1.65,0.80%,-7.66%,1.72%,-,9989,2022-03-31 00:00:00,5.587,9989
Q4 2021,1734,-220.72,-0.15,0.035,19108,7585,11523,7.78,27970,-,3.58,1.98,3.11%,4.09%,1.06%,0.54%,9989,2021-12-31 00:00:00,7.896,9989
Q3 2021,1518,123.35,0.08,-,19265,7443,11822,7.98,25213,26.86,3.25,1.77,4.11%,6.58%,3.72%,-,9989,2021-09-30 00:00:00,8.197,9989
Q2 2021,1846,194.67,0.13,-,18977,7234,11743,7.92,26219,27.90,3.77,1.86,2.85%,4.85%,3.58%,-,9989,2021-06-30 00:00:00,10.243,9989
Q1 2021,1268,143.48,0.10,-,19391,7553,11839,7.99,27864,25.74,4.52,1.98,3.39%,10.93%,3.89%,-,9989,2021-03-31 00:00:00,11.033,9989
Q4 2020,1790,315.61,0.21,0.150,19026,7337,11689,7.88,28112,23.11,4.44,2.03,1.22%,5.29%,4.33%,1.58%,9989,2020-12-31 00:00:00,11.319,9989
Q3 2020,883.28,127.54,0.09,-,18513,7141,11371,7.67,35423,28.30,6.17,2.73,4.47%,16.59%,3.53%,-,9989,2020-09-30 00:00:00,13.495,9989
Q2 2020,1257,325.77,0.26,-,16585,8711,7874,6.22,34263,28.55,6.06,3.97,6.16%,13.36%,3.50%,-,9989,2020-06-30 00:00:00,,9989
Q1 2020,1402,255.29,0.20,-,15846,8063,7783,6.14,28121,31.81,5.13,3.30,4.39%,21.45%,3.14%,-,9989,2020-03-31 00:00:00,,9989
Q4 2019,,,,,,,,,,,,,,,,,9989,2019-12-31 00:00:00,,9989
Q3 2024,1991,424.54,0.14,-,60323,43212,17111,5.26,15280,11.59,1.25,0.81,2.48%,7.71%,8.63%,-,107,2024-09-30 00:00:00,3.26,0107
Q2 2024,3356,306.67,0.10,-,60161,43537,16624,5.12,15262,12.85,1.25,0.85,2.93%,9.63%,7.78%,-,107,2024-06-30 00:00:00,3.42,0107
Q1 2024,2012,391.43,0.13,-,58957,41871,17085,5.25,14850,12.15,1.20,0.80,1.34%,2.02%,8.23%,-,107,2024-03-31 00:00:00,2.701,0107
Q4 2023,3660,67.84,0.02,0.240,57659,40986,16673,5.13,12644,9.67,0.99,0.69,2.81%,8.58%,10.34%,11.71%,107,2023-12-31 00:00:00,2.257,0107
Q3 2023,2314,339.37,0.11,-,57883,41298,16584,5.10,11769,9.18,0.91,0.66,3.19%,7.80%,10.89%,-,107,2023-09-30 00:00:00,2.304,0107
Q2 2023,3478,328.83,0.11,-,56281,40092,16189,4.99,11526,10.86,0.91,0.66,3.73%,9.44%,9.21%,-,107,2023-06-30 00:00:00,2.082,0107
Q1 2023,2200,450.94,0.15,-,42323,23135,19187,5.96,11075,11.77,0.90,0.51,1.56%,1.46%,8.50%,-,107,2023-03-31 00:00:00,1.651,0107
Q4 2022,4024,75.27,0.02,0.100,56406,34796,21611,6.77,10920,15.47,0.91,0.45,2.44%,2.98%,6.46%,7.08%,107,2022-12-31 00:00:00,1.598,0107
Q3 2022,2059,127.46,0.04,-,42103,23327,18775,5.78,10560,6.46,1.02,0.51,3.74%,4.17%,15.49%,-,107,2022-09-30 00:00:00,1.44,0107
Q2 2022,2483,170.05,0.06,-,40622,22042,18580,5.73,11805,6.23,1.04,0.54,2.57%,5.75%,16.06%,-,107,2022-06-30 00:00:00,1.738,0107
Q1 2022,2015,251.46,0.08,-,40806,22094,18711,5.76,13867,6.21,1.16,0.60,1.41%,20.88%,16.10%,-,107,2022-03-31 00:00:00,1.598,0107
Q4 2021,2784,933.23,0.30,0.110,40729,22281,18448,5.68,16145,7.04,1.45,0.71,2.80%,6.66%,14.21%,7.88%,107,2021-12-31 00:00:00,1.713,0107
Q3 2021,2438,263.28,0.09,-,41378,24095,17282,5.31,10486,6.45,1.02,0.50,3.81%,9.21%,15.50%,-,107,2021-09-30 00:00:00,1.499,0107
Q2 2021,2453,359.09,0.12,-,41197,24193,17003,5.22,9544,5.24,1.05,0.47,3.35%,8.10%,19.07%,-,107,2021-06-30 00:00:00,1.458,0107
Q1 2021,1421,312.99,0.10,-,40659,23783,16876,5.18,10127,6.79,1.37,0.51,3.79%,10.17%,14.72%,-,107,2021-03-31 00:00:00,1.493,0107
Q4 2020,2160,410.26,0.13,0.080,40463,23930,16533,5.08,9779,12.21,1.51,0.50,4.33%,11.51%,8.19%,6.75%,107,2020-12-31 00:00:00,1.384,0107
Q3 2020,1526,430.69,0.14,-,39472,23374,16099,4.95,10316,39.36,1.80,0.56,1.82%,3.13%,2.54%,-,107,2020-09-30 00:00:00,1.4,0107
Q2 2020,1144,102.69,0.03,-,38544,22927,15618,4.81,9629,102.63,1.72,0.56,-0.68%,-6.59%,0.97%,-,107,2020-06-30 00:00:00,1.384,0107
Q1 2020,628.53,-269.17,-0.09,-,38576,22703,15873,4.90,9693,-,1.60,0.56,1.28%,-0.95%,4.34%,-,107,2020-03-31 00:00:00,1.328,0107
Q4 2019,,,,,,,,,,,,,,,,,107,2019-12-31 00:00:00,1.791,0107
Q3 2024,2930,195.55,0.17,-,15800,7831,7969,6.62,18391,16.40,1.38,2.08,4.83%,16.05%,6.10%,-,38,2024-09-30 00:00:00,8.4,0038
Q2 2024,3151,305.95,0.27,-,14781,7014,7767,6.44,15326,12.42,1.18,1.84,11.09%,32.27%,8.05%,-,38,2024-06-30 00:00:00,7.39,0038
Q1 2024,4656,599.4,0.53,-,15358,7530,7828,6.49,15548,12.92,1.20,1.83,-4.67%,-5.68%,7.74%,-,38,2024-03-31 00:00:00,5.853,0038
Q4 2023,1282,-88.17,-0.08,0.319,13817,6598,7219,5.96,13689,-,1.08,1.72,4.98%,18.30%,8.02%,7.39%,38,2023-12-31 00:00:00,4.759,0038
Q3 2023,3003,331.05,0.29,-,14743,7412,7331,6.04,11278,10.83,0.84,1.43,4.18%,15.33%,9.23%,-,38,2023-09-30 00:00:00,3.829,0038
Q2 2023,3054,268.41,0.24,-,14205,7202,7003,5.75,10732,11.63,0.75,1.42,8.38%,29.43%,8.60%,-,38,2023-06-30 00:00:00,3.55,0038
Q1 2023,4194,485.73,0.43,-,14170,7175,6995,5.74,10695,13.64,0.75,1.34,-3.32%,-8.49%,7.33%,-,38,2023-03-31 00:00:00,3.566,0038
Q4 2022,2243,-114.75,-0.10,0.226,12992,6494,6497,5.30,10794,-,0.76,1.47,5.46%,12.33%,7.13%,7.74%,38,2022-12-31 00:00:00,3.298,0038
Q3 2022,3690,214.34,0.19,-,13448,7081,6367,5.20,8175,13.12,0.65,1.16,3.11%,5.82%,7.62%,-,38,2022-09-30 00:00:00,2.44,0038
Q2 2022,2382,100.83,0.09,-,13921,7502,6419,5.20,11117,18.67,0.92,1.48,8.80%,31.35%,5.36%,-,38,2022-06-30 00:00:00,3.342,0038
Q1 2022,4249,480.64,0.43,-,14443,7979,6464,5.23,12424,18.95,0.97,1.56,-7.70%,-15.53%,5.28%,-,38,2022-03-31 00:00:00,3.494,0038
Q4 2021,1104,-230.97,-0.21,0.117,12340,6357,5982,4.81,14203,-,1.24,1.93,2.95%,10.17%,3.79%,4.23%,38,2021-12-31 00:00:00,3.391,0038
Q3 2021,2598,157.8,0.14,-,13427,7158,6269,5.02,12441,21.84,1.10,1.64,3.99%,8.14%,4.58%,-,38,2021-09-30 00:00:00,3.263,0038
Q2 2021,2383,123.12,0.11,-,12387,6277,6110,4.87,16492,29.29,1.51,2.24,7.60%,28.27%,3.41%,-,38,2021-06-30 00:00:00,4.319,0038
Q1 2021,3249,388.26,0.36,-,12856,6797,6059,4.82,11290,20.31,1.09,1.58,-5.34%,-15.70%,4.92%,-,38,2021-03-31 00:00:00,2.819,0038
Q4 2020,1120,-197.55,-0.20,0.075,12343,7367,4976,4.40,10085,-,1.12,1.71,4.13%,12.44%,3.30%,2.76%,38,2020-12-31 00:00:00,3.274,0038
Q3 2020,2346,154.34,0.16,-,12916,7738,5178,4.60,8579,16.03,1.06,1.45,3.02%,10.98%,6.24%,-,38,2020-09-30 00:00:00,2.18,0038
Q2 2020,2019,124.87,0.13,-,11955,6929,5026,4.45,6746,16.84,0.94,1.22,-2.16%,15.14%,5.94%,-,38,2020-06-30 00:00:00,1.557,0038
Q1 2020,2097,198.49,0.20,-,11676,6712,4964,4.32,4791,20.36,0.76,0.88,-4.62%,4.34%,4.91%,-,38,2020-03-31 00:00:00,1.187,0038
Q4 2019,,,,,,,,,,,,,,,,,38,2019-12-31 00:00:00,1.481,0038
Q3 2024,670.37,105.61,0.32,-,7245,1212,6033,17.27,17214,36.13,5.66,2.58,4.68%,8.22%,2.77%,-,6826,2024-09-30 00:00:00,36.2,6826
Q2 2024,758.45,137.74,0.43,0.400,7242,1186,6056,24.42,14010,29.22,4.75,2.15,3.38%,6.09%,3.42%,3.82%,6826,2024-06-30 00:00:00,31.382,6826
Q1 2024,646,97.54,0.30,-,7193,1071,6122,17.46,15891,33.90,5.45,2.39,3.18%,5.64%,2.95%,-,6826,2024-03-31 00:00:00,38.048,6826
Q4 2023,672.25,89.32,0.27,0.714,7105,1088,6017,24.15,17596,38.38,6.02,2.65,4.39%,7.78%,2.61%,2.85%,6826,2023-12-31 00:00:00,38.334,6826
Q3 2023,668.89,121.57,0.36,-,7089,1011,6078,17.04,18209,49.11,6.71,2.79,-,8.25%,2.04%,-,6826,2023-09-30 00:00:00,43.137,6826
Q2 2023,701.65,124.06,0.38,-,7254,1164,6091,23.81,13647,40.14,5.08,2.07,-,5.76%,2.49%,-,6826,2023-06-30 00:00:00,30.144,6826
Q1 2023,611.25,81.18,0.24,-,-,-,5902,23.00,17351,67.14,6.71,2.57,-,-,1.49%,-,6826,2023-03-31 00:00:00,38.857,6826
Q4 2022,547.72,18.72,0.06,0.286,6892,990.01,5902,23.00,16428,80.52,6.82,2.46,-,-,1.24%,1.30%,6826,2022-12-31 00:00:00,34.713,6826
Q3 2022,626.29,90.72,0.27,-,-,-,-,-,11081,49.35,4.88,-,1.07%,2.50%,2.03%,-,6826,2022-09-30 00:00:00,23.785,6826
Q2 2022,478.13,35.52,0.10,-,7015,1089,5926,22.72,18582,82.52,8.55,2.68,1.07%,2.47%,1.21%,-,6826,2022-06-30 00:00:00,38.448,6826
Q1 2022,478.13,35.52,0.10,-,7015,1089,5926,22.72,17874,53.15,8.04,2.44,-1.09%,2.16%,1.88%,-,6826,2022-03-31 00:00:00,36.688,6826
Q4 2021,475.31,41.74,0.12,0.500,6950,890.07,6060,23.21,23247,53.77,10.85,3.13,1.32%,5.11%,1.86%,1.80%,6826,2021-12-31 00:00:00,47.713,6826
Q3 2021,423.58,79.47,0.23,-,6811,655.15,6156,16.47,33803,65.39,16.44,4.55,3.59%,7.97%,1.53%,-,6826,2021-09-30 00:00:00,58.089,6826
Q2 2021,422.94,115.51,0.33,-,6596,652.6,5944,23.06,38311,73.47,19.03,5.36,3.68%,8.12%,1.36%,-,6826,2021-06-30 00:00:00,87.949,6826
Q1 2021,422.94,115.51,0.33,-,6596,652.6,5944,23.06,20484,46.60,10.83,2.90,3.53%,8.76%,2.15%,-,6826,2021-03-31 00:00:00,54.726,6826
Q4 2020,432.27,117.43,0.35,0.357,6299,564.46,5734,22.21,16570,60.64,10.53,2.43,2.84%,6.50%,1.65%,1.38%,6826,2020-12-31 00:00:00,43.375,6826
Q3 2020,396.19,85.12,0.26,-,6145,558.87,5586,15.39,20126,75.89,13.13,3.16,-,2.90%,1.32%,-,6826,2020-09-30 00:00:00,47.389,6826
Q2 2020,342.35,52.38,0.14,-,6179,651.75,5527,21.27,15171,64.09,10.59,2.50,-,-,1.56%,-,6826,2020-06-30 00:00:00,32.442,6826
Q1 2020,153.61,-24.86,-0.07,-,-,-,5653,21.91,11745,-,7.47,1.90,Upgrade,Upgrade,2.60%,-,6826,2020-03-31 00:00:00,26.444,6826
Q4 2019,,,,,,,,,,,,,,,,,6826,2019-12-31 00:00:00,42.801,6826
Q3 2024,1431,259.97,0.21,-,508080,465155,42925,12.14,15518,-36.68,4.53,0.33,-0.16%,-1.89%,-0.33%,-,6190,2024-09-30 00:00:00,5.45,6190
Q2 2024,322.75,-210.17,-0.19,-,497840,456042,41798,11.93,17739,-,4.30,0.39,0.62%,7.56%,2.15%,-,6190,2024-06-30 00:00:00,6.164,6190
Q1 2024,1716,764.02,0.27,-,513816,470820,42996,12.16,18451,89.20,4.25,0.40,-0.74%,-8.86%,3.09%,-,6190,2024-03-31 00:00:00,6.412,6190
Q4 2023,-375.59,-859.76,-0.42,0.060,503849,462893,40957,11.65,19932,-,4.25,0.44,0.59%,7.29%,4.00%,0.95%,6190,2023-12-31 00:00:00,6.926,6190
Q3 2023,2179,661.17,0.35,-,492866,450377,42489,12.00,18366,13.84,3.10,0.40,-0.04%,-0.54%,9.19%,-,6190,2023-09-30 00:00:00,6.382,6190
Q2 2023,490.86,-38.58,-0.16,-,492490,455352,37139,12.19,22316,-,3.92,0.56,0.82%,10.68%,7.33%,-,6190,2023-06-30 00:00:00,9.065,6190
Q1 2023,1958,960.75,0.40,-,488467,450346,38121,12.39,22966,20.27,3.70,0.53,-0.00%,-0.06%,8.28%,-,6190,2023-03-31 00:00:00,9.329,6190
Q4 2022,885.9,-11.18,-0.15,0.100,479704,443287,36416,11.89,23111,-,3.87,0.56,0.54%,7.06%,7.90%,1.20%,6190,2022-12-31 00:00:00,9.387,6190
Q3 2022,1939,602.62,0.25,-,484377,446908,37469,15.04,25518,16.04,4.26,0.62,0.09%,1.13%,7.69%,-,6190,2022-09-30 00:00:00,10.365,6190
Q2 2022,649.5,111.38,-0.09,-,478446,442512,35934,14.62,25518,-,4.30,0.61,0.80%,10.30%,7.64%,-,6190,2022-06-30 00:00:00,10.251,6190
