Company code,Company Name,Sector,Industry,Year,EPS,BVPS,ROA,ROE,DIV,P/E Ratio,DAR,MB,DY,Market Cap,Total Assets,Year End Price
600143.SS,KINGFA SCI. & TECH.,Basic Materials,Specialty Chemicals,2023,0.119,6.20071778,0.005143712,3.437058457,0.23,66.04932336,0.420567293,1.267574136,0.029262572,20723410847,61575338533,7.85986948
600148.SS,CHANGCHUN YIDONG,Consumer Cyclical,Auto Parts,2023,0.0047,3.329667167,0.000530104,2.045889769,0,3501.750459,0.016414782,4.9429046,0,2329102474,1246566435,16.45822716
600150.SS,CHINA CSSC,Industrials,Aerospace & Defense,2023,0.66,10.81036278,0.01663027,3.389052746,0.02,44.37619412,0.142987389,2.70927893,0.000682867,1.3099E+11,1.77832E+11,29.28828812
600153.SS,CONS AND DEV,Industrials,Specialty Business Services,2023,4.29,23.58623243,0.015963902,3.654092558,0.8,2.10319399,0.171927474,0.382541054,0.088665234,26590804838,8.20852E+11,9.022702217
600157.SS,WINTIME ENERGY,Energy,Thermal Coal,2023,0.102,2.087830814,0.021158413,2.09090419,0,13.38410728,0.224925599,0.653874315,0,30331272276,1.07083E+11,1.365178943
600158.SS,CHINA SPORTS IND,Real Estate,Real Estate Services,2023,0.075,2.707023799,0.010830594,1.81990263,0.004,103.4122213,0.041517015,2.865108389,0.000515735,7441902986,6643079412,7.755916595
600160.SS,JUHUA,Basic Materials,Chemicals,2023,0.35,5.954189678,0.040348661,1.427872099,0.27,46.90030779,0.118919672,2.75690037,0.016448262,44316685248,23383806879,16.41510773
600161.SS,TIANTAN BIO,Healthcare,Biotechnology,2023,0.558333,4.967496851,0.078226962,1.112407509,0.041667,45.90316097,0.002986051,5.159389194,0.00162576,50678508818,14188056937,25.62924957
600162.SS,HEUNGKONG HOLDING,Real Estate,Real Estate - Development,2023,0.0213,1.93310976,0.003448896,3.188075607,0.12,74.54783704,0.186652573,0.821406504,0.075572988,5189854424,20147723655,1.587868929
600163.SS,ZHONGMIN ENERGY,Utilities,Utilities - Renewable,2023,0.3565,3.284478761,0.058874579,1.7923213,0.1,12.09975025,0.214445542,1.313316747,0.023182702,8208706788,11524049084,4.313560963
600167.SS,LUENMEI HOLDING,Utilities,Utilities - Regulated Electric,2023,0.3796,4.822878438,0.048682984,1.483688006,0.21,14.37312434,0.16822191,1.131282504,0.038489468,12484070014,17645782305,5.456037998
600168.SS,WUHAN HOLDING,Utilities,Utilities - Regulated Water,2023,0.142857,5.278437992,0.006427451,4.117157255,0,33.35203502,0.593473513,0.902648032,0,4733116041,22513124885,4.764571667
600170.SS,SH CONS,Industrials,Engineering & Construction,2023,0.12,4.619548983,0.004077348,7.461078127,0.05,18.97297303,0.223559548,0.492852608,0.021961064,20231124505,3.82078E+11,2.276756763
600171.SS,SHNAGHAI BELLING,Technology,Semiconductor Equipment & Materials,2023,-0.09,5.725757099,-0.012368438,1.199479322,0.2,-157.1971575,0.011572095,2.470894929,0.014136529,10029661360,4868831641,14.14774418
600173.SS,WOLONG REAL ESTATE,Real Estate,Real Estate - Development,2023,0.23,5.413317054,0.026516559,1.629655167,0.1,21.43077436,0.016128794,0.910546723,0.020287769,3452848706,6200091569,4.929078102
600176.SS,CJS,Basic Materials,Building Materials,2023,0.7605,7.154883695,0.058463809,1.735900917,0.521,12.62899796,0.26891643,1.342349276,0.054246236,38447570394,52073958059,9.604352951
600177.SS,YOUNGOR,Consumer Cyclical,Apparel Manufacturing,2023,0.75,8.482151023,0.042651257,2.039758205,0.5,7.949638367,0.299910682,0.702914716,0.083861257,27566006244,80511726788,5.962228775
600178.SS,DONGAN ENGINE,Consumer Cyclical,Auto Parts,2023,0.0085,5.369570117,0.000504084,2.302237734,0.0512,1743.796853,0.047599944,2.76042084,0.003454261,6980149506,8044587966,14.82227325
600180.SS,CCS,Industrials,Integrated Freight & Logistics,2023,0.2774,7.270827748,0.009693141,3.82122589,0.133,21.31268715,0.093359473,0.813131547,0.022496087,6424308148,30358949028,5.912139416
600182.SS,S GITI,Consumer Cyclical,Auto Parts,2023,0.5382,3.581407581,0.047072417,1.904770544,0.035,26.99669831,0.153185172,4.056958808,0.002408872,4940071831,3887538240,14.52962303
600183.SS,SYTECH,Technology,Electronic Components,2023,0.5,5.755913182,0.046640697,1.58957568,0.45,35.812603,0.154603749,3.110940164,0.025130818,43501570006,24956644492,17.9063015
600184.SS,NORTHEO,Industrials,Electrical Equipment & Parts,2023,0.136,4.991987468,0.016888932,1.612621144,0.057,83.50826712,0.005982437,2.275070681,0.005018876,5778061840,4095619874,11.35712433
600188.SS,YANKUANG ENERGY,Energy,Thermal Coal,2023,2.109308,12.18804694,0.058101934,2.993890894,2.361538,6.533582454,0.278713322,1.130725686,0.171357675,82196862197,3.54278E+11,13.78133774
600190.SS,ST JIN PORT,Industrials,Marine Shipping,2023,0.04,3.790745381,0.00476977,2.515024158,0,70.97142935,0.333058117,0.748891547,0,5051689746,17208881793,2.838857174
600195.SS,CHINA HUSBANDRY,Healthcare,Drug Manufacturers - Specialty & Generic,2023,0.3947,5.406331861,0.045051932,1.367777212,0.18,29.55561382,0.152455318,2.157766315,0.015429981,11912328420,8946377928,11.66560078
600196.SS,FOSUN PHARM,Healthcare,Drug Manufacturers - Specialty & Generic,2023,0.89,21.55561864,0.02103,2.004187559,0.42,27.80238805,0.309418226,1.147919982,0.016973726,52442450672,1.1347E+11,24.74412537
600197.SS,YILITE,Consumer Defensive,Beverages - Wineries & Distilleries,2023,0.7201,8.09177578,0.068860686,1.264230406,0.41,29.50171699,0.038880568,2.625404729,0.019299398,10027531986,4935378679,21.2441864
600201.SS,BIO,Healthcare,Biotechnology,2023,0.26,4.790277287,0.041269904,1.215323646,0.06,40.92773658,0.000620796,2.221418693,0.005638456,11922094650,6872581838,10.64121151
600202.SS,HARBIN AIR CONDITIONING,Industrials,Building Products & Equipment,2023,0.0557,2.166880424,0.007265332,3.423510725,0,111.7651253,0.303694386,2.872940015,0,2386419378,2936798896,6.225317478
600206.SS,GRINM ADVANCED MATERIALS,Technology,Semiconductor Equipment & Materials,2023,0.27,4.457377248,0.036307371,1.547423602,0.096,45.20795963,0.155079915,2.738415086,0.007864888,10333152433,6237192965,12.2061491
600208.SS,QUZHOU DEVELOPMENT,Real Estate,Real Estate - Development,2023,0.19,5.022303704,0.014714645,2.537779418,0.018,11.42105303,0.267404543,0.432072651,0.008294931,18464399963,1.10871E+11,2.170000076
600210.SS,ZIJIANG ENT,Consumer Cyclical,Packaging & Containers,2023,0.369,3.803776155,0.04085973,2.18921144,0.25,12.14635146,0.242905081,1.178303745,0.055778624,6798034132,13694316076,4.482003689
600211.SS,TIBET PHARM,Healthcare,Drug Manufacturers - Specialty & Generic,2023,2.484615,10.37664221,0.174591592,1.35977263,1.498461,14.39801395,0.109429747,3.447504567,0.041887434,11530485938,4587357110,35.77352142
600215.SS,PASLIN,Real Estate,Real Estate - Development,2023,0.2653,4.282085136,0.03062014,1.996869922,0,31.71024258,0.187062617,1.964633371,0,3895050769,3958962442,8.412727356
600216.SS,ZHEJIANG MEDICINE,Healthcare,Drug Manufacturers - Specialty & Generic,2023,0.45,10.01490725,0.033619335,1.279695158,0.17,23.52337731,0.062713023,1.056976318,0.016059674,10179438250,12779539756,10.58551979
600217.SS,CHINA RESOURCES,Industrials,Waste Management,2023,0.0477,1.570806414,0.008758258,2.887607474,0,91.278588,0.575002141,2.771817462,0,7217389490,7556702411,4.353988647
600218.SS,QUANCHAI ENGINE,Consumer Cyclical,Auto Parts,2023,0.22,7.256194648,0.016024617,1.896433849,0.08,43.05220517,0.011065727,1.305296453,0.008446405,4125778926,6066978747,9.471485138
600219.SS,NANSHAN ALUMINIUM,Basic Materials,Aluminum,2023,0.3,4.162683064,0.050482552,1.273695416,0.04,9.283325672,0.111548091,0.669039093,0.014362669,32344128075,68815340221,2.784997702
600222.SS,TALOPH PHARM,Healthcare,Drug Manufacturers - Specialty & Generic,2023,0.0774,2.75053501,0.012177381,2.203326491,0,78.86034574,0.1985074,2.219128547,0,3502880162,3576854925,6.10379076
600223.SS,FREDA,Real Estate,Real Estate - Development,2023,0.3,3.949327337,0.038807097,1.670425517,0,31.35719617,0.279073447,2.381964838,0,9563035323,7817827107,9.407158852
600229.SS,CITYMEDIA,Communication Services,Publishing,2023,0.62,4.876947369,0.092217953,1.345543047,0.2,11.6715885,0.008658547,1.483793923,0.02763811,4857119415,4421797037,7.236384869
600230.SS,CANGZHOU DAHUA,Basic Materials,Agricultural Inputs,2023,0.4634,9.661594296,0.029697156,1.484909352,0.302,28.67449035,0.087497081,1.375317408,0.022727685,5500613826,6411705407,13.28775883
600232.SS,GOLDEN EAGLE,Consumer Cyclical,Textile Manufacturing,2023,0.1,2.839727303,0.020571462,1.587577029,0.2,57.73622513,0.121917879,2.033160898,0.034640297,2105749875,1717579621,5.773622513
600233.SS,YTO EXPRESS,Industrials,Integrated Freight & Logistics,2023,1.0815,8.358757523,0.085838053,1.477738181,0.25,11.11741844,0.098545307,1.438430055,0.020792635,41425606436,43367039941,12.02348804
600235.SS,MINFENG SPECIAL PAPER,Basic Materials,Paper & Paper Products,2023,0.13,4.126523444,0.019233969,1.675793412,0.01,46.6039841,0.33991937,1.468189389,0.001650569,2128357350,2429310042,6.058517933
600236.SS,GUIGUAN ELEC POWER,Utilities,Utilities - Renewable,2023,0.14,2.322378642,0.025929654,2.240195494,0.28,38.45055784,0.491722818,2.317915778,0.05201485,42431465935,47279846263,5.383078098
600248.SS,SHAAN CONS,Industrials,Engineering & Construction,2023,1.0088,6.679419805,0.011427911,9.246473135,0.1,3.77265992,0.127317507,0.56978891,0.026275275,14338879119,3.46696E+11,3.805859327
