Comp_code,Time,Total Assets,Total Debt,EPS,BVPS,ROA,ROE,DY,Price,DIV,Market Cap
600061,9/30/2022,306922,250728,0.04,7.51,0.0288,0.1455,0,5.866906643,0,39066
600061,6/30/2022,284853,229189,0.26,7.83,0.0031,0.015,0,6.137985229,0,40865
600061,3/31/2022,273439,218723,0.01,7.7,0.0144,0.0695,0,6.694753647,0,45298
600061,12/31/2021,246432,191889,0.13,7.69,0.0207,0.1023,0.0193,7.763266563,0.15,52816
600061,9/30/2021,274679,220985,0.19,7.56,0.0298,0.1397,0,8.434633255,0,56542
600061,6/30/2021,249256,197025,0.25,7.34,0.0211,0.0946,0,7.961839676,0,54551
600061,3/31/2021,236630,185186,0.16,7.25,0.013,0.0584,0,7.59945488,0,51656
600061,12/31/2020,218743,168440,0.09,7.1,0.0259,0.1184,0.0152,8.20005703,0.129,58461
600061,9/30/2020,229530,179927,0.19,7,0.0369,0.167,0,9.039674759,0,64675
600061,6/30/2020,203009,157900,0.26,6.32,0.0152,0.0661,0,7.476882935,0,53811
600061,3/31/2020,199292,155418,0.1,6.17,0.0154,0.0645,0,7.486786366,0,51782
600062,9/30/2024,16545,5657,0.34,9.89,0.0902,0.2274,0,22.31846046,0,24460
600062,6/30/2024,16106,5484,0.61,9.67,0.0746,0.1349,0.0186,19.20863152,0.1,19991
600062,3/31/2024,15679,3475,0.41,11.28,0.046,0.0867,0,20.27795792,0,21105
600062,12/31/2023,15431,3641,0.25,10.86,0.073,0.1357,0.0141,18.24722099,0.257,18992
600062,9/30/2023,15047,3504,0.39,10.61,0.1033,0.2197,0,17.1288414,0,18095
600062,6/30/2023,15127,3885,0.59,10.17,0.0752,0.1366,0,16.47219849,0,18112
600062,3/31/2023,14755,3637,0.37,10.01,0.0135,0.0776,0,16.4239769,0,17926
600062,12/31/2022,15165,3840,0.19,10.15,0.0511,0.0967,0.0335,17.25337219,0.289,18276
600062,9/30/2022,14630,4111,0.24,9.61,0.0819,0.1607,0,16.19251823,0,17971
600062,6/30/2022,13927,3437,0.4,9.68,0.0753,0.1315,0.0316,23.07417679,0.289,26216
600062,3/31/2022,13713,3178,0.32,9.75,0.0011,0.0183,0,15.05850315,0,17735
600062,12/31/2021,13676,3199,0.04,9.49,0.0634,0.1173,0.0387,11.92633533,0.48,13948
600062,9/30/2021,13383,2944,0.28,9.46,0.0647,0.1285,0,10.86992264,0,12216
600062,6/30/2021,13439,3302,0.3,9.17,0.0668,0.1219,0,10.52911186,0,12425
600062,3/31/2021,13245,3127,0.27,9.17,0.0332,0.0566,0,10.60141563,0,12227
600062,12/31/2020,12416,3040,0.13,8.91,0.0776,0.1416,0.0268,10.75505733,0.29,12508
600062,9/30/2020,12012,2771,0.31,8.78,0.067,0.1271,0,11.54135323,0,13197
600062,6/30/2020,11872,2952,0.27,8.47,0.0714,0.1254,0,11.53269863,0,13792
600062,3/31/2020,11561,2608,0.26,8.51,0.0313,0.0632,0,11.17920494,0,13218
600063,9/30/2024,15463,7104,0.03,3.87,0.0134,0.0384,0,3.730000019,0,8714
600063,6/30/2024,14456,6446,0.04,3.7,0.0068,0.022,0,3.519999981,0,7592
600063,3/31/2024,14284,6201,0.02,3.73,-0.008,-0.0336,0,3.855543137,0,8434
600063,12/31/2023,14092,6014,-0.03,3.73,0.0077,0.03,0.0118,4.240111828,0.05,9285
600063,9/30/2023,14801,6881,0.03,3.65,0.029,0.1096,0,5.00924778,0,10969
600063,6/30/2023,14447,6615,0.1,3.61,0.024,0.0647,0,4.861336708,0,10904
600063,3/31/2023,13510,5550,0.06,3.67,-0.0038,0.0347,0,6.22118187,0,14078
600063,12/31/2022,13265,5479,0.04,3.59,0.0715,0.1762,0.0267,5.607691288,0.15,12632
600063,9/30/2022,13044,5318,0.13,3.56,0.129,0.3164,0,6.68130064,0,14769
600063,6/30/2022,12597,5598,0.28,3.61,0.1069,0.2572,0,7.381063461,0,14598
600063,3/31/2022,12310,5590,0.22,3.47,0.0749,0.1695,0,5.812466621,0,11632
600063,12/31/2021,12051,5504,0.2,3.38,0.0675,0.1646,0.0173,5.755759716,0.1,11806
600063,9/30/2021,11514,5402,0.1,3.15,0.0915,0.2418,0,6.067647934,0,12538
600063,6/30/2021,11719,5827,0.18,3.04,0.0399,0.0905,0,4.753936291,0,9861
600063,3/31/2021,11060,5350,0.07,2.95,0.0615,0.1755,0,4.037346363,0,8416
600063,12/31/2020,10708,5019,0.13,2.95,0.0469,0.1131,0.0296,3.325960636,0.1,7049
600063,9/30/2020,10669,5074,0.08,2.9,0.0522,0.1265,0,3.307482958,0,6856
600063,6/30/2020,10277,5110,0.09,2.68,0.0206,0.0381,0,2.974887133,0,6278
600063,3/31/2020,10039,4924,0.03,2.65,0.0167,0.0662,0,3.393966913,0,7145
600064,9/30/2024,39390,19005,0.47,10.98,0.0078,0.1041,0,6.690000057,0,12528
600064,6/30/2024,38535,18943,0.29,10.53,0.0021,0.1115,0,5.791833401,0,10503
600064,3/31/2024,37772,18615,0.3,10.48,-0.0337,-0.0423,0,5.963584423,0,10815
600064,12/31/2023,37283,18729,-0.06,10.14,0.0029,0.1112,0.0486,5.763207912,0.28,10451
600064,9/30/2023,37082,18401,0.3,10.16,0.0104,0.1141,0,6.078084946,0,11022
600064,6/30/2023,37539,19339,0.3,9.88,0.0044,0.1436,0,5.839584827,0,11438
600064,3/31/2023,37169,18855,0.37,9.95,0.0225,0.1257,0,5.911126614,0,11472
600064,12/31/2022,37404,19748,0.3,9.57,0.0014,0.1166,0.0711,5.911126614,0.42,11438
600064,9/30/2022,37724,20535,0.28,9.33,0.0144,0.1832,0,6.170464993,0,11957
600064,6/30/2022,35182,18575,0.43,9.05,0.0067,0.1668,0,6.471725464,0,13596
600064,3/31/2022,33918,17316,0.39,9.06,0.0044,0.1012,0,5.966672421,0,12644
600064,12/31/2021,33029,17053,0.23,8.71,0.0056,0.1362,0.0762,5.455747128,0.429,11544
600064,9/30/2021,32928,17372,0.3,8.47,0.0072,0.2402,0,5.261948109,0,11074
600064,6/30/2021,32342,17355,0.51,8.14,0.0316,0.1644,0,5.496855736,0,11482
600064,3/31/2021,31569,16876,0.32,7.97,-0.0148,0.0585,0,5.599303246,0,12446
600064,12/31/2020,32619,18509,0.12,7.66,0.0003,0.115,0.0608,5.660711765,0.357,12693
600064,9/30/2020,30965,17089,0.22,7.52,0.0234,0.2624,0,6.146393299,0,13534
600064,6/30/2020,30329,16803,0.48,7.32,0.0164,0.1941,0,5.190879822,0,12014
600064,3/31/2020,29297,16031,0.34,7.19,0.0045,0.1271,0,4.423252583,0,10184
600066,9/30/2024,30420,17264,0.34,5.86,0.0625,0.3026,0.0775,24.21495819,0.5,58337
600066,6/30/2024,30567,18212,0.46,5.51,0.0583,0.1845,0,25.25246048,0,57120
600066,3/31/2024,32127,17430,0.3,6.57,0.0652,0.226,0,18.42865181,0,43991
600066,12/31/2023,30857,16800,0.36,6.29,0.0575,0.1771,0.1221,12.28885937,1.5,29335
600066,9/30/2023,30776,17337,0.26,6.01,0.0296,0.1019,0,12.27030945,0,29290
600066,6/30/2023,29701,16773,0.17,5.79,0.0097,0.0343,0,13.36471367,0,32633
600066,3/31/2023,29403,14618,0.05,6.62,0.0148,0.1771,0,10.28420448,0,27298
600066,12/31/2022,29998,15402,0.26,6.54,0.0241,0.0582,0.155,6.452329159,1,16627
600066,9/30/2022,28039,14005,0.09,6.29,-0.0064,0.0138,0,6.048521042,0,15520
600066,6/30/2022,27066,13333,0.02,6.15,-0.027,-0.031,0,7.517693043,0,19151
600066,3/31/2022,29585,14608,-0.05,6.56,-0.0156,0.0958,0,6.911194324,0,19031
600066,12/31/2021,32166,16823,0.22,6.73,0.0131,0.0329,0.0561,8.867344856,0.5,24938
600066,9/30/2021,32857,18153,0.09,6.45,0.0145,0.0687,0,9.214924812,0,25639
600066,6/30/2021,33471,18873,0.07,6.4,-0.0237,-0.0289,0,10.19300079,0,28264
600066,3/31/2021,32317,17169,-0.05,6.79,-0.0242,0.0893,0,11.51916599,0,31770
600066,12/31/2020,33312,17869,0.12,6.93,0.011,0.0252,0.0379,13.15585327,0.5,37460
600066,9/30/2020,32348,16334,0.04,7.17,0.0148,0.0509,0,12.3219223,0,34803
600066,6/30/2020,30748,15237,0.11,6.94,-0.0205,-0.0323,0,9.492790222,0,27010
600066,3/31/2020,33654,16176,-0.06,7.84,0.0201,0.1421,0,9.429531097,0,30309
600067,9/30/2024,19605,11891,-0.03,4.72,0.0018,-0.0217,0,2.220000029,0,3313
600067,6/30/2024,20518,12759,-0.03,4.76,0.0176,0.0256,0,1.75,0,2418
600067,3/31/2024,20620,12779,0.01,4.75,-0.013,-0.1359,0,1.99000001,0,2769
600067,12/31/2023,21825,13893,-0.22,4.74,0.0034,-0.0341,0,2.50999999,0,3493
600067,9/30/2023,24275,16069,-0.05,4.96,-0.0115,-0.024,0,2.630000114,0,3660
600067,6/30/2023,22579,14312,-0.04,5,0.0109,0.0001,0,2.609999895,0,3688
600067,3/31/2023,22987,14649,-0.01,5.04,-0.0023,0.0347,0,3.089999914,0,4356
600067,12/31/2022,23381,15035,0.03,5.06,0.0126,-0.0259,0,3.099999905,0,4314
600067,9/30/2022,23580,15280,-0.05,5.04,0.0302,0.0367,0,3.269999981,0,4593
600067,6/30/2022,24305,15969,0.05,5.08,0.0199,0.0281,0,3.640000105,0,5010
600067,3/31/2022,23787,15518,0.02,5.02,-0.0728,-0.4592,0,4.190000057,0,5650
600067,12/31/2021,23892,15683,-0.72,5,0.008,-0.0191,0,3.940000057,0,5497
600067,9/30/2021,25186,15945,-0.02,5.72,0.0136,0.0302,0,4.119999886,0,5915
600067,6/30/2021,25124,15841,0.05,5.76,0.0097,0.0144,0,3.296583176,0,4676
600067,3/31/2021,24515,15196,0.01,5.8,0.0138,-0.026,0,3.27690196,0,4648
600067,12/31/2020,24512,15202,-0.05,5.77,0.074,0.2262,0.0195,3.572118521,0.07,5080
600067,9/30/2020,26205,16797,0.42,5.85,0.0061,-0.0141,0,3.503234625,0,4927
600067,6/30/2020,26665,17748,-0.03,5.5,0.0023,-0.0325,0,3.394988775,0,4801
600067,3/31/2020,25628,16677,-0.05,5.53,0.0395,0.1087,0,3.641002417,0,5024
600070,9/30/2024,931.85,443.14,-0.14,0.99,-0.119,-0.2666,0,1.49000001,0,771
600070,6/30/2024,928.26,371.18,-0.07,1.13,-0.1269,-0.3305,0,0.99000001,0,502
600070,3/31/2024,986.05,390.08,-0.1,1.2,-0.5695,-1.8862,0,1.870000005,0,949
600070,12/31/2023,1041,393.84,-0.78,1.3,-0.1678,-0.2687,0,2.769999981,0,1406
600070,9/30/2023,1476,429.02,-0.13,2.08,-0.1059,-0.2204,0,2.970000029,0,1507
600070,6/30/2023,1613,495.35,-0.13,2.21,-0.0833,-0.1567,0,2.890000105,0,1466
600070,3/31/2023,1694,519.47,-0.09,2.37,-0.1718,-0.5513,0,5.599999905,0,2989
600070,12/31/2022,1816,597.26,-0.41,2.42,-0.0994,-0.4143,0,5.559999943,0,2821
600070,9/30/2022,2285,700.8,-0.33,3.06,-0.0882,-0.2682,0,5.070000172,0,2529
600070,6/30/2022,2592,871.12,-0.22,3.4,-0.1346,-0.2512,0,6.03000021,0,2959
600070,3/31/2022,2691,918,-0.21,3.5,-0.2033,-1.0463,0,6.429999828,0,3248
600070,12/31/2021,2781,967.41,-1.05,3.47,-0.0359,0.0049,0,7.340000153,0,3714
600070,9/30/2021,3492,1146,0,4.64,-0.0204,-0.1647,0,7.599999905,0,3846
600070,6/30/2021,3597,1237,-0.22,4.67,0.0214,0.1445,0,8.602161407,0,4474
600070,3/31/2021,3782,1326,0.17,4.85,-0.0633,-1.1259,0,6.235323906,0,3192
600070,12/31/2020,3688,1322,-1.55,4.68,0.0278,0.1091,0.0058,8.522603989,0.049,4307
600070,9/30/2020,4283,1136,0.15,6.2,0.0281,0.2551,0,12.13252831,0,6096
600070,6/30/2020,5134,1669,0.41,6.14,0.0263,0.0842,0,11.91655159,0,6430
600070,3/31/2020,4821,1566,0.12,5.73,-0.0324,0.1651,0,9.483794212,0,4852
600071,9/30/2024,1708,1212,-0.03,1.48,-0.0266,0.0684,0,19.5,0,5930
600071,6/30/2024,1741,1236,0.03,1.51,-0.0135,-0.1772,0,16.32999992,0,4598
600071,3/31/2024,1783,1287,-0.08,1.47,-0.061,-0.3928,0,18.10000038,0,5096
600071,12/31/2023,1946,1427,-0.18,1.55,-0.004,-0.1015,0,22.90999985,0,6451
600071,9/30/2023,1972,1399,-0.05,1.73,-0.003,0.0034,0,18.25,0,5139
600071,6/30/2023,1992,1405,0,1.78,-0.0156,-0.1638,0,20.04999924,0,5910
600071,3/31/2023,1986,1399,-0.08,1.78,-0.0006,0.0821,0,20.39999962,0,5868
600072,6/30/2024,48916,37319,0.01,7.14,-0.0025,-0.0337,0,13.48140526,0,20368
600072,3/31/2024,48835,37537,-0.07,7.18,-0.0145,0.0108,0,16.35318375,0,24707
600072,12/31/2023,48081,36717,0.02,7.23,0.018,0.031,0,18.48707581,0,27931
600072,9/30/2023,48547,37140,0.03,7.28,0.0132,0.0307,0,19.57396317,0,29573
600072,6/30/2023,7607,3238,0.05,5.49,-0.0009,-0.0391,0,28.17932701,0,20740
600072,3/31/2023,7824,3458,-0.03,5.48,0.0121,0.0428,0,14.45950603,0,10676
600072,12/31/2022,42136,30416,0.04,10.66,0.1805,0.2889,0.0038,11.84226608,0.045,8761
600072,9/30/2022,7703,3406,0.06,5.39,0.0118,0.0359,0,11.45415878,0,8261
600072,6/30/2022,7579,3296,0.06,5.37,0.0016,0.0034,0,11.99683952,0,8938
600072,3/31/2022,8020,3732,0.01,5.38,-0.0115,-0.0008,0,13.24506474,0,9505
600072,12/31/2021,7854,3569,-0.01,5.37,0,0.007,0.0041,14.51310444,0.06,10786
600072,9/30/2021,8866,4580,0.01,5.38,0.0211,0.0667,0,12.5615139,0,9615
600072,6/30/2021,8542,4264,0.1,5.37,0.0004,0.0026,0,11.29474258,0,8467
600072,3/31/2021,8882,4624,0.01,5.34,-0.0154,0.1299,0,11.57070541,0,8430
600072,12/31/2020,9052,4800,0.17,5.33,0.0048,0.0094,0.0045,12.23104382,0.06,10050
600072,9/30/2020,10630,6658,0.02,5.15,0.0023,-0.0037,0,12.87166977,0,9748
600072,6/30/2020,10581,6617,0,5.13,0.0018,0.0005,0,10.76335049,0,8084
600072,3/31/2020,10894,6903,0.01,5.26,-0.0021,0.0698,0,10.98922443,0,8298
600073,9/30/2024,13819,6515,0.14,5.51,0.0327,0.1156,0,6.5,0,6564
600073,6/30/2024,14061,6894,0.16,5.38,0.0114,0.0198,0,5.510000229,0,5167
600073,3/31/2024,15060,8477,0.11,5.27,-0.0694,-0.178,0,6.10543108,0,5795
600073,12/31/2023,15320,8566,-0.1,5.28,-0.0149,-0.0494,0.0109,6.727829456,0.073,6386
600073,9/30/2023,14433,7506,-0.02,5.29,0.017,0.0439,0,7.142761707,0,6780
600073,6/30/2023,15375,8273,0.14,5.36,0.0345,0.1009,0,7.202037811,0,6845
600073,3/31/2023,14748,7756,0.21,5.21,-0.0259,0.0124,0,8.259257317,0,8355
600073,12/31/2022,15378,8243,0.1,5.17,0.0493,0.0763,0.021,7.679659843,0.161,7455
600073,9/30/2022,14586,7651,0.08,4.95,0.0809,0.1169,0,7.177342415,0,6892
600073,6/30/2022,15459,8598,0.14,4.89,0.0769,0.1815,0,7.505780697,0,7474
600073,3/31/2022,15439,8478,0.22,4.94,-0.0601,-0.2092,0,7.056481361,0,6949
600073,12/31/2021,14977,8274,-0.04,4.69,-0.0194,-0.0633,0.013,7.600020885,0.1,7586
600073,9/30/2021,14160,7028,0.03,4.77,0.0485,0.0802,0,7.428377151,0,7342
600073,6/30/2021,14695,7438,0.15,4.75,0.0491,0.1278,0,7.732764244,0,7680
600073,3/31/2021,15446,8310,0.18,4.64,0.0019,0.0236,0,8.286445618,0,7961
600073,12/31/2020,14780,7563,0.02,4.62,0.0116,0.0437,0.0135,9.656573296,0.13,9649
600073,9/30/2020,14757,7536,0.04,4.58,0.0762,0.2213,0,9.684724808,0,9555
600073,6/30/2020,14716,7797,0.21,4.52,0.0926,0.1556,0,8.661425591,0,8899
600073,3/31/2020,14352,7698,0.16,4.38,0.0221,0.0437,0,8.271939278,0,8702
600075,9/30/2024,20517,11244,0,5.43,0.0157,0.0784,0,4.150000095,0,7734
600075,6/30/2024,20220,10953,0.11,5.42,-0.0007,-0.0755,0,3.450000048,0,5890
600075,3/31/2024,20325,11238,-0.1,5.32,-0.0022,-0.0347,0,4.019999981,0,6864
600075,12/31/2023,21065,11807,0,5.42,-0.0008,-0.0819,0,4.320000172,0,7376
600075,9/30/2023,21571,12231,-0.12,5.47,-0.0409,-0.1714,0,4.980000019,0,8503
600075,6/30/2023,21870,12336,-0.27,5.58,-0.0083,-0.0532,0,4.670000076,0,8042
600075,3/31/2023,18962,8359,-0.07,6.2,-0.009,-0.0507,0,5.474265099,0,9630
600075,12/31/2022,26143,13253,-0.09,7,0.0239,0.0204,0.0187,5.356749535,0.1,9339
600075,9/30/2022,19731,8624,0.04,6.32,0.1178,0.2653,0,5.630952358,0,9903
600075,6/30/2022,19507,8522,0.43,6.24,0.0594,0.1077,0,6.189151287,0,10910
600075,3/31/2022,16205,5980,0.16,5.79,0.0199,0.0088,0,6.861204624,0,12515
600075,12/31/2021,16220,6309,0.03,5.63,0.0969,0.213,0.0126,7.815220356,0.1,13955
600075,9/30/2021,15815,5766,0.34,5.69,0.1144,0.2673,0,9.491975784,0,15608
600075,6/30/2021,15545,6781,0.41,5.55,0.103,0.262,0,6.89975071,0,9654
600075,3/31/2021,15704,7678,0.36,5.39,0.0945,0.2019,0,7.806378841,0,11202
600075,12/31/2020,15441,7721,0.27,5.18,0.089,0.2273,0.0186,5.286658287,0.1,8021
600075,9/30/2020,13331,6597,0.29,4.69,0.0424,0.0889,0,6.056837082,0,8593
600075,6/30/2020,13776,7378,0.08,4.45,0.0188,0.0161,0,4.592546463,0,6595
600075,3/31/2020,8205,3102,0.02,4.89,-,-,0,4.535496235,0,4795
600076,9/30/2024,6894,2580,-0.03,3.14,-0.0122,-0.0489,0,1.769999981,0,2595
600076,6/30/2024,7036,2683,-0.03,3.17,-0.0056,-0.0312,0,1.470000029,0,1976
600076,3/31/2024,6982,2575,-0.03,3.21,-0.0468,-0.144,0,2.119999886,0,2850
600076,12/31/2023,6997,2556,-0.12,3.23,-0.0026,-0.0369,0,2.650000095,0,3563
600076,9/30/2023,7104,2501,-0.03,3.35,-0.0131,-0.0483,0,2.710000038,0,3644
600076,6/30/2023,7263,2618,-0.04,3.39,-0.0054,-0.0285,0,2.519999981,0,3455
600076,3/31/2023,7198,2548,-0.03,3.43,-0.0167,-0.0469,0,2.930000067,0,3940
600076,12/31/2022,7251,2464,-0.04,3.49,-0.0071,-0.0371,0,2.920000076,0,3926
600076,9/30/2022,7593,2852,-0.03,3.49,-0.0106,-0.0465,0,2.880000114,0,3872
600076,6/30/2022,8286,3499,-0.04,3.53,-0.0059,-0.0309,0,3.25999999,0,4424
600076,3/31/2022,7738,2894,-0.03,3.57,-0.0044,-0.0114,0,3.549999952,0,4746
600076,12/31/2021,8001,3121,-0.01,3.6,-0.0047,-0.0216,0,3.809999943,0,5096
600076,9/30/2021,7461,2566,-0.02,3.6,0.0154,0.0214,0,3.880000114,0,5298
600076,6/30/2021,7540,2618,0.02,3.62,0.0251,0.0375,0,4.239999771,0,5647
600076,3/31/2021,7624,2730,0.03,3.61,-0.0084,0.0135,0,3.980000019,0,5257
600076,12/31/2020,7140,3140,0.01,3.82,-0.0257,-0.1206,0,3.609999895,0,3754
600076,9/30/2020,7114,3127,-0.13,3.81,0.0036,-0.0254,0,3.230000019,0,3372
600076,6/30/2020,7149,3040,-0.02,3.93,-0.0047,-0.027,0,3.220000029,0,3330
600076,3/31/2020,7006,2871,-0.03,3.95,0.0351,0.0408,0,3.779999971,0,3961
600078,9/30/2024,5295,3065,-0.08,2.64,-0.0027,-0.0004,0,5.75,0,4174
600078,6/30/2024,5302,3027,-0.01,2.75,0.0053,0.0036,0,6.207597733,0,4134
600078,3/31/2024,5467,3172,-0.01,2.79,0.0183,0.12,0,6.167805672,0,4108
600078,12/31/2023,5531,3241,0.08,2.8,0.0312,0.0613,0.0037,8.386226654,0.031,5585
600078,9/30/2023,5183,2904,0,2.73,-0.0608,-0.2188,0,7.968407154,0,5307
600078,6/30/2023,5162,2910,-0.2,2.73,0.0442,0.0893,0,9.410877228,0,6387
600078,3/31/2023,5416,2983,0.03,3.01,-,-,0,11.85450268,0,7818
600078,12/31/2022,5642,3113,0.01,2.98,-,-,0.007,11.46000957,0.08,7699
600078,9/30/2022,-,-,-0.12,-,0.1062,1.1298,0,12.11092186,0,8037
600078,6/30/2022,5577,3061,0.82,3.1,0.066,0.2761,0,11.16413975,0,7408
600078,3/31/2022,7490,5597,0.1,2.3,0.0901,8.6672,0,10.65129948,0,6798
600078,12/31/2021,7411,5559,2.91,2.2,0.0984,-,0,9.714380264,0,6202
600078,9/30/2021,5241,5267,0.15,-0.58,0.0206,-,0,6.025874138,0,3975
600078,6/30/2021,5051,5232,0,-0.72,0.0118,-,0,2.406404734,0,1590
600078,3/31/2021,5475,5497,-0.02,-0.71,-0.0771,-9.0109,0,3.432085514,0,2326
600078,12/31/2020,5448,5582,-2.46,-0.85,0.0222,0.0312,0,3.866027355,0,2617
600078,9/30/2020,7254,5066,0,2.63,0.0174,0.0124,0,4.299969196,0,2862
600078,6/30/2020,7452,5170,-0.02,2.63,0.0189,0.0306,0,4.153488636,0,2796
600078,3/31/2020,7355,5073,0.01,2.65,0.0224,0.0572,0,5.344418049,0,3512
600079,9/30/2024,37346,16326,0.3,11.18,0.0698,0.1589,0,19.2287159,0,33928
600079,6/30/2024,36581,16293,0.38,10.5,0.061,0.1281,0.0358,17.05356598,0.15,27623
600079,3/31/2024,36781,16411,0.3,10.8,0.0443,0.1072,0,18.77450943,0,31227
600079,12/31/2023,36204,16106,0.23,10.65,0.0558,0.1228,0.0191,24.04607582,0.46,39995
600079,9/30/2023,36708,17089,0.27,10.21,0.0641,0.176,0,23.39801216,0,38925
600079,6/30/2023,36916,17953,0.41,10.09,0.0654,0.1878,0,25.88386917,0,43351
600079,3/31/2023,35417,16676,0.41,9.7,0.0201,0.0871,0,24.92519951,0,43094
600079,12/31/2022,36023,18081,0.16,9.31,0.0657,0.1958,0.007,22.96425056,0.16,38443
600079,9/30/2022,34504,16849,0.45,9.26,0.0502,0.189,0,17.06217957,0,28215
600079,6/30/2022,35664,18562,0.36,8.85,0.0511,0.2582,0,15.17047501,0,25753
600079,3/31/2022,35764,19235,0.57,8.7,0.0294,0.1089,0,16.45772552,0,27764
600079,12/31/2021,35406,19754,0.14,8.04,0.0437,0.1398,0.007,21.10135841,0.15,36247
600079,9/30/2021,33886,18609,0.27,8.03,0.0571,0.129,0,18.94640923,0,32448
600079,6/30/2021,32673,18020,0.23,7.75,0.0491,0.1192,0,26.30240631,0,45501
600079,3/31/2021,32372,18034,0.19,7.49,0.0536,0.2021,0,29.27448082,0,49817
600079,12/31/2020,31627,18690,0.37,7.08,0.0466,0.1113,0.0031,31.90472031,0.1,51818
600079,9/30/2020,34925,20947,0.16,7.45,0.0533,0.1158,0,29.66379356,0,43147
600079,6/30/2020,36296,22325,0.19,7.37,0.0355,0.0709,0,23.64477539,0,36451
600079,3/31/2020,38138,24030,0.1,7.49,0.0439,0.0746,0,12.89370155,0,18410
600080,9/30/2024,1860,340.08,0.06,4.31,0.0213,-0.0381,0,6.230000019,0,2377
600080,6/30/2024,1788,289.52,-0.04,4.25,-0.002,0.0603,0,5.96999979,0,2131
600080,3/31/2024,1815,272.84,0.06,4.32,-0.0117,-0.1113,0,7.03000021,0,2624
600080,12/31/2023,2109,470.12,-0.12,4.39,0.0071,0.0008,0,7.449999809,0,2781
600080,9/30/2023,2059,371.68,0,4.52,0.008,-0.0039,0,7.550000191,0,2818
600080,6/30/2023,1939,252.39,0,4.52,-0.0047,0.0111,0,7.309999943,0,2747
600080,3/31/2023,2020,331.71,0.01,4.52,-0.0164,0.0039,0,7.880000114,0,2967
600080,12/31/2022,1974,290.65,0,4.51,0.0087,0.0246,0,7.809999943,0,2915
600080,9/30/2022,1881,196.63,0.03,4.51,0.0089,0.0292,0,7.260000229,0,2800
600080,6/30/2022,1873,195.2,0.03,4.49,0.0053,0.0223,0,7.559999943,0,2844
600080,3/31/2022,1866,200.07,0.02,4.46,0.0026,-0.0978,0,8.420000076,0,3165
600080,12/31/2021,1870,213.97,-0.11,4.44,0.0052,0.0144,0,8.06000042,0,3184
600080,9/30/2021,1908,197.04,0.02,4.58,-0.0007,0.0217,0,7.96999979,0,3050
600080,6/30/2021,1879,173.86,0.02,4.57,0.0041,0.0175,0,7.099999905,0,2702
600080,3/31/2021,1908,178.79,0.02,4.63,-0.0136,0.0071,0,5.95356369,0,2236
600080,12/31/2020,1959,237.24,0.01,4.61,0.026,0.0472,0.0163,5.499394417,0.09,2087
600080,9/30/2020,1963,223.95,0.05,4.66,-0.001,0.034,0,6.397859097,0,2393
600080,6/30/2020,1951,233.16,0.04,4.6,-0.008,-0.0025,0,5.016395569,0,1941
600080,3/31/2020,1932,217.37,0,4.59,-0.0108,-0.0321,0,5.929359436,0,2269
600081,9/30/2024,9718,4270,0.03,8.23,0.0005,0.0438,0,9.520000458,0,5652
600081,6/30/2024,9995,4443,0.05,7.9,0.0052,0.0324,0,8.671794891,0,5061
600081,3/31/2024,10174,4680,0.03,7.87,0.0397,0.0982,0,10.40615368,0,6073
600081,12/31/2023,10517,5066,0.14,7.84,-0.0137,0.0623,0.0063,11.12962914,0.07,6495
600081,9/30/2023,10399,4958,0.05,7.7,0.0083,0.0569,0,10.95123863,0,6391
600081,6/30/2023,9165,5051,0.06,6.75,0.0077,0.0326,0,12.9876976,0,7070
600081,3/31/2023,8813,4673,0.02,6.77,0.0177,0.0973,0,10.28152943,0,5240
600081,12/31/2022,8916,4810,0.08,6.75,0.0103,0.0529,0.0076,9.742882729,0.074,4850
600081,9/30/2022,9242,5223,0.03,6.68,0.0133,0.0428,0,9.431035042,0,4643
600081,6/30/2022,9273,5133,0.01,6.78,0.0232,0.0896,0,11.70075703,0,5833
600081,3/31/2022,9486,5349,0.1,6.77,0.0375,0.2065,0,10.73035908,0,5363
600081,12/31/2021,9552,5505,0.31,6.67,0.0099,0.0658,0.0121,12.40989304,0.154,6431
600081,9/30/2021,9571,5755,0.04,6.79,0.025,0.1749,0,10.97295856,0,5612
600081,6/30/2021,7689,5482,0.16,4.72,0.026,0.1476,0,13.36106968,0,4603
600081,3/31/2021,7453,5224,0.16,4.69,0.0257,0.1325,0,10.44036579,0,3537
600081,12/31/2020,7806,5391,0.06,5.03,0.0566,0.2628,0.0058,17.02354431,0.095,5556
600081,9/30/2020,6708,4561,0.19,4.6,0.054,0.3185,0,10.75561619,0,3487
600081,6/30/2020,6480,4428,0.31,4.42,-0.0133,-0.1878,0,9.390014648,0,3236
600081,3/31/2020,5844,3835,-0.2,4.25,0.0271,0.138,0,9.655426025,0,3289
600082,9/30/2024,2919,1201,-0.03,2.66,-0.0006,-0.0362,0,2.569999933,0,1777
600082,6/30/2024,2997,1261,-0.02,2.69,-0.0013,-0.0337,0,1.993442655,0,1292
600082,3/31/2024,2837,1082,-0.02,2.72,0.0558,0.1103,0,2.740983725,0,1777
600082,12/31/2023,2934,1164,0.07,2.74,-0.0024,-0.0411,0.0017,3.438688517,0.006,2229
600082,9/30/2023,2964,1241,-0.03,2.67,-0.0002,-0.0345,0,3.269245863,0,2119
