600267.SS,HISUN PHARM,Healthcare,Drug Manufacturers - Specialty & Generic,2019,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,11610640928.666504,nan,9.612492561340332
600268.SS,GUODIAN NAN AUTO,Technology,Consumer Electronics,2019,nan,nan,nan,nan,0.027778,nan,nan,nan,0.008228271925255732,3430240010.532318,nan,3.3759214878082275
600269.SS,GANYUE EXPRESSWAY,Industrials,Infrastructure Operations,2019,nan,nan,nan,nan,0.1,nan,nan,nan,0.029249822240360046,7984355941.751709,nan,3.4188241958618164
600271.SS,AISINO,Technology,Software - Application,2019,nan,nan,nan,nan,0.44,nan,nan,nan,0.020112000737918394,40536354916.8396,nan,21.877485275268555
600272.SS,KAI KAI INDUSTRIAL,Consumer Cyclical,Apparel Manufacturing,2019,nan,nan,nan,nan,0.045,nan,nan,nan,0.006028158495127073,1216789506.4353943,nan,7.464966297149658
600273.SS,JIAHUA ENERGY,Basic Materials,Chemicals,2019,nan,nan,nan,nan,0.29000000000000004,nan,nan,nan,0.03354000563399048,12027561943.853027,nan,8.646390914916992
600276.SS,HENGRUI PHARMA,Healthcare,Drug Manufacturers - General,2019,nan,nan,nan,nan,0.127315,nan,nan,nan,0.002130967762779251,381114334407.53125,nan,59.745155334472656
600278.SS,OIE,Industrials,Integrated Freight & Logistics,2019,nan,nan,nan,nan,0.09,nan,nan,nan,0.009103534894354462,8677880805.289307,nan,9.886269569396973
600279.SS,CHONGQING PORT,Industrials,Marine Shipping,2019,nan,nan,nan,nan,0.06,nan,nan,nan,0.013667665399133814,5210268094.8359375,nan,4.389923095703125
600282.SS,NISCO,Basic Materials,Steel,2019,nan,nan,nan,nan,0.3,nan,nan,nan,0.12776046212997258,14476520409.878052,nan,2.348144292831421
600283.SS,QIANJIANG WATER,Utilities,Utilities - Regulated Water,2019,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,3940311971.9510803,nan,7.025920391082764
600284.SS,PD CONSTRUCTION,Industrials,Engineering & Construction,2019,nan,nan,nan,nan,0.15,nan,nan,nan,0.02793050863936207,5210732173.881531,nan,5.370471477508545
600285.SS,LINGRUI PHARM,Healthcare,Drug Manufacturers - Specialty & Generic,2019,nan,nan,nan,nan,0.15,nan,nan,nan,0.018208865995469732,4671748983.224121,nan,8.23774528503418
600287.SS,ST SAINTY,Industrials,Industrial Distribution,2019,nan,nan,nan,nan,0.08,nan,nan,nan,0.014019413675675482,2504230263.2751465,nan,5.7063727378845215
600288.SS,DAHENG TECH,Industrials,Electrical Equipment & Parts,2019,nan,nan,nan,nan,0.012,nan,nan,nan,0.0010326546171670697,5075850059.509277,nan,11.620535850524902
600292.SS,SPICYD,Utilities,Utilities - Regulated Electric,2019,nan,nan,nan,nan,0.05,nan,nan,nan,0.008992155738166032,4341656476.688477,nan,5.560401916503906
600295.SS,ERDOS,Consumer Cyclical,Textile Manufacturing,2019,nan,nan,nan,nan,0.076531,nan,nan,nan,0.024080583878594485,6278631622.524292,nan,3.1781206130981445
600298.SS,ANGEL YEAST,Consumer Defensive,Packaged Foods,2019,nan,nan,nan,nan,0.35,nan,nan,nan,0.012119623797949909,25085411252.734375,nan,28.8787841796875
600299.SS,ADISSEO,Basic Materials,Chemicals,2019,nan,nan,nan,nan,0.27599999999999997,nan,nan,nan,0.02675238711231581,27668723756.29004,nan,10.3168363571167
600300.SS,V V,Consumer Defensive,Packaged Foods,2019,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,4482078642.730957,nan,2.771608352661133
600305.SS,HENGSHUN VINEGAR-INDUSTRY,Consumer Defensive,Packaged Foods,2019,nan,nan,nan,nan,0.09375,nan,nan,nan,0.008226473723678553,12637629620.180908,nan,11.396134376525879
600308.SS,SDHT,Basic Materials,Paper & Paper Products,2019,nan,nan,nan,nan,0.132143,nan,nan,nan,0.045314189659218025,4423421361.646545,nan,2.9161505699157715
