,Revenue,Net Income,EPS (Diluted),Dividend Per Share,Total Assets,Total Liabilities,Shareholders' Equity,Book Value Per Share,Market Capitalization,PE Ratio,PS Ratio,PB Ratio,Return on Assets (ROA),Return on Equity (ROE),Earnings Yield,Dividend Yield,Stock Symbol,Date,Stock Price,Symbol
Q1 2021,307504,20045,1114.00,-,786896,248547,538350,-,538680,8.16,0.43,1.00,6.80%,12.87%,12.89%,-,INN,2021-03-31 00:00:00,24.35,INN
Q4 2020,404975,16427,724.05,2000.000,802554,283850,518704,28887.49,598518,9.40,0.49,1.15,10.02%,20.35%,11.21%,7.04%,INN,2020-12-31 00:00:00,28.41,INN
Q3 2020,323556,24962,1390.00,-,754531,252183,502348,27973.43,545506,7.88,0.45,1.09,3.45%,6.47%,13.51%,-,INN,2020-09-30 00:00:00,25.89,INN
Q2 2020,229897,8013,446.00,-,694875,215944,478931,26657.74,427513,6.55,0.35,0.89,7.75%,14.06%,16.32%,-,INN,2020-06-30 00:00:00,18.72,INN
Q1 2020,251633,17678,983.00,-,726876,215313,511563,28439.12,413724,5.27,0.33,0.81,Upgrade,Upgrade,20.04%,-,INN,2020-03-31 00:00:00,17.22,INN
Q4 2019,,,,,,,,,,,,,,,,,INN,2019-12-31 00:00:00,21.94,INN
Q4 2023,21678,16151,136.00,-,1974924,177960,1796964,11287.43,747247,-2.14,9.52,0.42,-,-,-46.74%,-,TVC,2023-12-31 00:00:00,6.3,TVC
Q3 2023,13253,13213,90.00,-,1911147,134194,1776953,9008.97,711664,-1.93,7.91,0.40,-,-,-51.69%,-,TVC,2023-09-30 00:00:00,6.0,TVC
Q1 2023,18139,75288,639.00,-,2248459,130920,2117539,12867.18,557470,-0.90,5.92,0.26,-62.86%,-137.01%,-110.91%,-,TVC,2023-03-31 00:00:00,4.7,TVC
Q4 2022,25383,-453917,-3826.57,-,1737803,219615,1518188,9176.60,533748,-,4.34,0.35,-0.28%,0.20%,-151.15%,-,TVC,2022-12-31 00:00:00,4.5,TVC
Q3 2022,33222,-2459,-20.74,-,2430963,270652,2160312,13106.19,865858,-,3.83,0.40,-,-49.60%,-32.04%,-,TVC,2022-09-30 00:00:00,7.3,TVC
Q2 2022,17393,-237212,-2000.00,-,2875753,697461,2178292,13297.41,937024,-,3.67,0.43,-,-20.90%,-13.30%,-,TVC,2022-06-30 00:00:00,7.9,TVC
Q1 2022,47014,-113161,-954.00,-,-,-,2469096,15109.14,2384074,-,6.66,0.97,5.61%,20.67%,8.95%,-,TVC,2022-03-31 00:00:00,20.1,TVC
Q4 2021,128543,75411,714.63,-,3908744,1439648,2469096,15109.14,2858517,6.69,6.62,1.16,1.99%,39.17%,14.96%,-,TVC,2021-12-31 00:00:00,24.1,TVC
Q3 2021,62032,150312,1772.00,-,3740729,1725864,2014865,14334.27,1740659,4.71,5.02,0.86,-,48.17%,21.44%,-,TVC,2021-09-30 00:00:00,16.8,TVC
Q2 2021,120535,100930,1843.50,-,2680522,1288432,1392090,18822.16,1070566,4.46,3.30,0.77,-,66.00%,22.72%,-,TVC,2021-06-30 00:00:00,13.16,TVC
Q1 2021,120535,100930,1843.50,-,-,-,799973,17776.44,530684,3.06,2.45,0.66,1.79%,13.99%,33.32%,-,TVC,2021-03-31 00:00:00,10.27,TVC
Q4 2020,43925,21050,547.38,800.000,2299768,1496735,803032,18800.22,495598,6.29,4.76,0.62,2.26%,14.26%,16.60%,8.85%,TVC,2020-12-31 00:00:00,9.04,TVC
Q3 2020,39410,20364,639.00,-,2197861,1466940,730920,16923.73,385952,5.39,4.84,0.53,0.06%,24.68%,18.56%,-,TVC,2020-09-30 00:00:00,7.04,TVC
Q2 2020,13118,34482,981.75,-,1935888,1221954,713934,15119.81,364151,7.41,6.80,0.51,-,-,13.49%,-,TVC,2020-06-30 00:00:00,6.64,TVC
Q1 2020,7647,6369,215.33,-,1909837,1228398,681439,16611.75,1112462,48.71,20.10,1.63,0.52%,7.64%,2.05%,-,TVC,2020-03-31 00:00:00,20.29,TVC
Q3 2024,,,,,,,,,,,,,,,,,TVC,2024-09-30 00:00:00,10.1,TVC
Q2 2024,,,,,,,,,,,,,,,,,TVC,2024-06-30 00:00:00,10.6,TVC
Q1 2024,,,,,,,,,,,,,,,,,TVC,2024-03-31 00:00:00,9.4,TVC
Q2 2023,,,,,,,,,,,,,,,,,TVC,2023-06-30 00:00:00,6.4,TVC
Q4 2019,,,,,,,,,,,,,,,,,TVC,2019-12-31 00:00:00,12.85,TVC
Q3 2024,20779,7200,233.33,-,621258,196447,424811,13766.07,916522,36.57,6.96,2.16,-,4.48%,2.73%,-,L14,2024-09-30 00:00:00,29.7,L14
Q2 2024,21536,4827,156.41,-,655140,222099,433041,14032.73,1098592,43.61,8.21,2.54,-,4.13%,2.29%,-,L14,2024-06-30 00:00:00,35.08,L14
Q1 2024,21872,4426,-,-,-,-,428399,-,1376325,54.26,10.98,3.21,-,-,1.84%,-,L14,2024-03-31 00:00:00,43.95,L14
Q4 2023,67487,8608,-,500.000,666085,237686,428399,-,1391755,57.46,10.34,3.25,-,-,1.74%,1.12%,L14,2023-12-31 00:00:00,44.45,L14
Q3 2023,22940,7331,-,-,-,-,-,-,1373240,27.35,12.32,-,0.75%,4.88%,3.66%,-,L14,2023-09-30 00:00:00,43.85,L14
Q2 2023,13064,5002,162.09,-,551396,138936,412461,13365.85,1280662,25.11,10.36,3.10,-,-,3.98%,-,L14,2023-06-30 00:00:00,40.9,L14
Q1 2023,31111,3280,106.29,-,552585,145127,407459,13203.75,1382497,-7.20,6.97,3.39,4.73%,35.73%,-13.89%,-,L14,2023-03-31 00:00:00,44.15,L14
Q4 2022,44362,34600,-,-,566832,162653,404179,-,1592341,-8.55,8.59,3.94,5.95%,7.30%,-11.69%,-,L14,2022-12-31 00:00:00,50.85,L14
Q3 2022,35083,8119,263.09,-,553868,183340,370528,12007.01,2231114,-10.68,13.20,6.02,-,-,-9.36%,-,L14,2022-09-30 00:00:00,71.25,L14
Q2 2022,87795,-237988,-7711.91,-,793211,274417,518794,13270.20,2718349,-,13.98,5.24,-,-,-7.14%,-,L14,2022-06-30 00:00:00,86.81,L14
Q1 2022,18199,9079,-,-,-,-,-,-,9104994,153.29,61.54,-,3.40%,13.70%,0.65%,-,L14,2022-03-31 00:00:00,290.78,L14
Q3 2021,27921,11899,385.60,-,729677,287504,442172,12448.78,2431218,40.13,14.02,5.50,-,23.62%,2.49%,-,L14,2021-09-30 00:00:00,77.64,L14
Q2 2021,60469,22833,739.89,-,592887,165606,427281,12084.42,1854048,31.66,10.97,4.34,-,18.11%,3.16%,-,L14,2021-06-30 00:00:00,59.21,L14
Q1 2021,41364,15585,-,-,-,-,346698,11162.30,2024815,46.90,15.73,5.84,3.97%,12.06%,2.13%,-,L14,2021-03-31 00:00:00,64.66,L14
Q4 2020,43687,10261,332.51,-,511135,164437,346698,11162.30,1424689,40.36,12.20,4.11,3.20%,11.91%,2.48%,-,L14,2020-12-31 00:00:00,45.5,L14
Q3 2020,23423,9881,-,-,492855,152955,339900,-,1317350,27.71,8.50,3.88,2.43%,8.27%,3.61%,-,L14,2020-09-30 00:00:00,42.07,L14
Q2 2020,20281,7441,-,-,464593,134660,329933,-,1197616,21.06,6.34,3.63,2.63%,8.03%,4.75%,-,L14,2020-06-30 00:00:00,38.25,L14
Q1 2020,29377,7715,-,-,457197,67084,390113,-,914846,12.82,3.87,2.35,12.91%,23.99%,7.80%,-,L14,2020-03-31 00:00:00,29.22,L14
Q4 2021,,,,,,,,,,,,,,,,,L14,2021-12-31 00:00:00,222.73,L14
Q4 2019,,,,,,,,,,,,,,,,,L14,2019-12-31 00:00:00,39.55,L14
Q3 2024,792794,-24435,-384.00,-,3657197,1920322,1736875,14387.03,997999,-,0.31,0.57,1.61%,6.20%,-16.74%,-,BCC,2024-09-30 00:00:00,8.1,BCC
Q2 2024,1020568,25705,208.86,-,3694373,1932070,1762303,14585.35,1096567,-5.53,0.36,0.62,-2.71%,-11.30%,-18.08%,-,BCC,2024-06-30 00:00:00,8.9,BCC
Q1 2024,689745,-48597,-394.00,-,3803629,2068428,1735201,14376.72,1158172,-,0.40,0.67,-6.01%,-25.82%,-19.80%,-,BCC,2024-03-31 00:00:00,9.4,BCC
Q4 2023,680675,-119732,-971.17,-,3656713,1871791,1784922,14771.14,1133530,-,0.37,0.64,-2.88%,-11.43%,-20.07%,-,BCC,2023-12-31 00:00:00,9.2,BCC
Q3 2023,660151,-55653,-452.00,-,3908388,1941041,1967347,16240.41,1330666,-,0.40,0.68,0.35%,-1.32%,-9.91%,-,BCC,2023-09-30 00:00:00,10.8,BCC
Q2 2023,892595,-5349,-43.00,-,3973256,1948761,2024496,16692.98,1675653,-,0.46,0.83,-2.02%,-9.27%,-6.71%,-,BCC,2023-06-30 00:00:00,13.06,BCC
Q1 2023,847945,-46751,-379.00,-,4115951,2042010,2073941,17082.82,1453876,-,0.37,0.70,-1.06%,-4.81%,-3.27%,-,BCC,2023-03-31 00:00:00,11.33,BCC
Q4 2022,919502,-24143,-540.39,500.000,4099184,1976542,2122642,17463.04,1010320,-,0.24,0.48,-2.16%,-6.83%,6.86%,6.35%,BCC,2022-12-31 00:00:00,7.87,BCC
Q3 2022,982169,-36146,-293.00,-,4361915,2213474,2148442,17659.77,1552444,-,0.34,0.72,5.08%,10.45%,7.02%,-,BCC,2022-09-30 00:00:00,12.1,BCC
Q2 2022,1133916,59471,2987.39,-,4215259,1967564,2247695,18453.92,1724937,17.67,0.39,0.77,5.82%,12.65%,8.05%,-,BCC,2022-06-30 00:00:00,13.02,BCC
Q1 2022,1182730,70147,569.00,-,3971074,1795904,2175170,17851.52,2833826,21.87,0.64,1.30,2.04%,2.61%,6.03%,-,BCC,2022-03-31 00:00:00,21.39,BCC
Q4 2021,1204057,15570,-208.78,500.000,3927546,1764803,2162744,17738.24,2784542,-,0.64,1.29,0.44%,-1.50%,3.92%,2.38%,BCC,2021-12-31 00:00:00,21.01,BCC
Q3 2021,878582,-6296,-51.00,-,4196627,2030101,2166526,17757.02,2562764,-,0.60,1.18,7.67%,16.72%,6.24%,-,BCC,2021-09-30 00:00:00,19.11,BCC
Q2 2021,1187165,91421,742.00,-,4237625,2062885,2174740,17808.90,1342987,8.95,0.30,0.62,1.52%,1.37%,13.99%,-,BCC,2021-06-30 00:00:00,10.02,BCC
Q1 2021,1060248,8577,70.00,-,4239382,2122363,2117019,17326.42,1429234,13.96,0.33,0.68,4.50%,12.30%,9.80%,-,BCC,2021-03-31 00:00:00,10.66,BCC
Q4 2020,1111254,66163,230.51,300.000,4127845,2012133,2115712,17304.91,1182814,10.38,0.28,0.56,2.63%,3.95%,12.83%,3.40%,BCC,2020-12-31 00:00:00,8.82,BCC
Q3 2020,1052155,21667,175.89,-,4512000,2460292,2051708,16768.20,924084,11.64,0.22,0.45,4.02%,8.33%,12.45%,-,BCC,2020-09-30 00:00:00,6.89,BCC
Q2 2020,1084479,43719,354.46,-,4667930,2636345,2031585,16592.83,781071,10.28,0.19,0.38,2.67%,3.70%,14.29%,-,BCC,2020-06-30 00:00:00,5.82,BCC
Q1 2020,1050946,20191,164.29,-,4688800,2677603,2011197,16414.36,561051,6.16,0.14,0.28,Upgrade,Upgrade,22.59%,-,BCC,2020-03-31 00:00:00,4.18,BCC
Q4 2019,,,,,,,,,,,,,,,,,BCC,2019-12-31 00:00:00,5.82,BCC
Q3 2024,178316,18667,2611.53,-,451189,104925,346264,48444.93,789808,7.41,1.16,2.28,27.59%,47.20%,13.49%,-,SGC,2024-09-30 00:00:00,110.5,SGC
Q2 2024,188880,35222,4928.00,-,380721,64643,316078,44221.66,700463,7.12,1.15,2.22,-,-,14.05%,-,SGC,2024-06-30 00:00:00,97.15,SGC
Q1 2024,162021,27749,3882.00,-,357601,76745,280856,39293.88,514626,6.97,0.98,1.83,24.17%,41.46%,14.35%,-,SGC,2024-03-31 00:00:00,71.37,SGC
Q4 2023,149997,24927,3487.00,-,297197,44089,253107,35411.62,456016,8.93,1.00,1.80,10.15%,18.63%,11.20%,-,SGC,2023-12-31 00:00:00,63.24,SGC
Q3 2023,105997,10529,1473.00,-,291871,64051,227819,31873.61,523203,12.61,1.24,2.30,11.62%,19.37%,7.93%,-,SGC,2023-09-30 00:00:00,71.57,SGC
Q2 2023,108518,10660,1491.00,-,262915,38478,224438,31400.49,561800,14.53,1.40,2.50,5.57%,9.31%,6.88%,-,SGC,2023-06-30 00:00:00,76.85,SGC
Q1 2023,90187,4965,695.00,-,267762,51984,215778,30188.93,458160,10.30,1.12,2.12,16.81%,30.20%,9.71%,-,SGC,2023-03-31 00:00:00,62.67,SGC
Q4 2022,116171,15340,2146.00,-,271275,60422,210853,29496.89,650430,10.95,1.46,3.08,9.25%,16.07%,9.13%,-,SGC,2022-12-31 00:00:00,88.97,SGC
Q3 2022,85174,7701,1077.00,-,239165,43652,195513,27353.71,650430,10.68,1.50,3.33,19.29%,36.73%,9.37%,-,SGC,2022-09-30 00:00:00,88.97,SGC
Q2 2022,118707,16489,2307.00,-,247875,60062,187812,26276.35,589675,9.80,1.30,3.14,25.62%,49.27%,10.21%,-,SGC,2022-06-30 00:00:00,80.66,SGC
Q1 2022,124327,19876,2781.00,-,260423,89100,171323,23969.39,458160,9.80,1.08,2.67,23.89%,46.02%,10.21%,-,SGC,2022-03-31 00:00:00,62.67,SGC
Q4 2021,106621,16863,2359.00,-,226296,74870,151426,21185.63,362382,11.28,0.94,2.39,10.26%,20.67%,8.86%,-,SGC,2021-12-31 00:00:00,49.57,SGC
Q3 2021,102492,6970,975.00,-,205444,63733,141711,19826.38,564659,24.93,1.57,3.98,-,-,4.01%,-,SGC,2021-09-30 00:00:00,76.26,SGC
Q2 2021,92725,3049,427.00,1000.000,219146,91155,127991,17906.90,493898,20.75,1.46,3.86,-,-,4.82%,1.50%,SGC,2021-06-30 00:00:00,66.7,SGC
Q1 2021,81745,5243,734.00,-,-,-,-,-,793381,29.36,2.60,-,11.63%,25.73%,3.41%,-,SGC,2021-03-31 00:00:00,107.15,SGC
Q4 2020,82270,7392,1034.00,-,210128,91535,118592,16591.97,664725,21.53,2.14,5.61,14.84%,30.31%,4.64%,-,SGC,2020-12-31 00:00:00,89.77,SGC
Q3 2020,81789,8120,1136.00,-,181125,69925,111201,15557.80,471740,13.53,1.47,4.24,12.30%,22.27%,7.39%,-,SGC,2020-09-30 00:00:00,63.71,SGC
Q2 2020,58780,6266,877.00,-,157112,54030,103082,14421.95,414560,12.95,1.34,4.02,16.40%,30.02%,7.72%,-,SGC,2020-06-30 00:00:00,55.99,SGC
Q1 2020,88441,9094,1272.00,-,164454,42407,122047,17071.88,471740,14.66,1.47,3.87,Upgrade,Upgrade,6.82%,-,SGC,2020-03-31 00:00:00,62.44,SGC
Q4 2019,,,,,,,,,,,,,,,,,SGC,2019-12-31 00:00:00,100.84,SGC
Q3 2024,749800,-1502,-24.00,-,1923686,894875,1028811,11455.70,1055528,-,0.36,1.03,0.03%,1.83%,-0.02%,-,PVC,2024-09-30 00:00:00,12.94,PVC
Q2 2024,796560,1618,19.91,-,2004152,976118,1028034,11472.65,1201678,119.59,0.39,1.17,-0.50%,0.38%,1.18%,-,PVC,2024-06-30 00:00:00,14.73,PVC
Q1 2024,397845,50.62,1.00,-,1956163,905448,1050714,11600.03,1201678,142.10,0.41,1.14,0.19%,0.33%,1.04%,-,PVC,2024-03-31 00:00:00,14.73,PVC
Q4 2023,1011031,-429.04,-52.67,60.000,2472041,1422318,1049722,11599.40,1217917,-,0.38,1.16,2.90%,8.16%,1.68%,0.40%,PVC,2023-12-31 00:00:00,14.93,PVC
Q3 2023,846359,12908,213.00,-,2224425,1387205,837220,12175.10,880000,36.20,0.28,1.05,-0.51%,2.81%,3.51%,-,PVC,2023-09-30 00:00:00,13.34,PVC
Q2 2023,705611,27.1,0.27,-,2028604,1208291,820313,11959.96,905000,73.24,0.30,1.10,0.42%,5.48%,2.10%,-,PVC,2023-06-30 00:00:00,13.71,PVC
Q1 2023,658926,7977,133.33,-,2006710,1161754,844956,12222.20,725000,45.24,0.23,0.86,1.52%,8.06%,3.12%,-,PVC,2023-03-31 00:00:00,10.99,PVC
Q4 2022,952518,10003,53.05,150.000,2245543,1412089,833454,12089.25,600000,122.52,0.20,0.72,2.11%,1.77%,1.92%,1.74%,PVC,2022-12-31 00:00:00,9.09,PVC
Q3 2022,663781,954.25,-11.67,-,1996328,1179572,816756,11921.25,900000,354.43,0.30,1.10,2.16%,3.37%,0.77%,-,PVC,2022-09-30 00:00:00,13.4,PVC
Q2 2022,839815,3698,75.00,-,1955220,1139722,815498,11944.51,805000,233.64,0.26,0.99,0.25%,0.05%,0.97%,-,PVC,2022-06-30 00:00:00,11.99,PVC
Q1 2022,478238,-3152,-86.67,-,1700226,872718,827508,12148.54,1475000,-,0.50,1.78,2.15%,5.17%,0.30%,-,PVC,2022-03-31 00:00:00,21.96,PVC
Q4 2021,1061318,5440,16.39,191.667,1810746,1009265,801481,12102.07,798000,251.71,0.29,1.00,-0.30%,3.03%,0.95%,1.61%,PVC,2021-12-31 00:00:00,12.51,PVC
Q3 2021,739236,1860,23.33,-,1624100,832663,791437,12010.04,551000,-72.95,0.22,0.70,0.62%,2.90%,0.08%,-,PVC,2021-09-30 00:00:00,8.34,PVC
Q2 2021,657401,222.5,0.49,-,1726544,939747,786798,12004.71,546250,-98.18,0.24,0.69,0.04%,0.97%,0.45%,-,PVC,2021-06-30 00:00:00,8.27,PVC
Q1 2021,302306,47.6,0.83,-,1630842,810876,819966,12519.96,494000,-74.50,0.24,0.60,0.07%,0.58%,0.28%,-,PVC,2021-03-31 00:00:00,7.48,PVC
Q4 2020,762849,-1684,-61.51,375.000,1673539,849840,823699,12476.18,389500,-,0.18,0.47,2.09%,4.41%,1.38%,6.69%,PVC,2020-12-31 00:00:00,5.9,PVC
Q3 2020,550168,3850,71.67,-,1462917,639497,823420,12535.44,285000,175.87,0.14,0.35,0.39%,2.28%,3.73%,-,PVC,2020-09-30 00:00:00,4.01,PVC
Q2 2020,473637,-844.59,-34.40,-,1539318,725988,813329,12440.07,275500,-,0.13,0.34,1.75%,2.69%,4.44%,-,PVC,2020-06-30 00:00:00,3.88,PVC
Q1 2020,392051,4063,49.17,-,1682890,809489,873401,13003.20,190000,13.51,0.09,0.22,Upgrade,Upgrade,12.14%,-,PVC,2020-03-31 00:00:00,2.67,PVC
Q4 2019,,,,,,,,,,,,,,,,,PVC,2019-12-31 00:00:00,4.41,PVC
Q3 2024,21612,-6631,-307.00,-,429068,41470,387597,17944.33,637200,-,1.78,1.64,3.09%,5.26%,4.71%,-,PVB,2024-09-30 00:00:00,29.5,PVB
Q2 2024,64006,5150,211.00,-,441371,48450,392921,18190.78,587520,18.45,1.55,1.50,-,-,5.76%,-,PVB,2024-06-30 00:00:00,27.2,PVB
Q1 2024,123205,20514,950.00,-,479952,90031,389921,18051.89,524880,18.74,1.43,1.35,6.91%,12.10%,5.72%,-,PVB,2024-03-31 00:00:00,24.3,PVB
Q4 2023,149727,11005,415.90,-,497997,128590,369407,17102.18,457920,1338.31,1.87,1.24,-3.62%,-3.14%,0.51%,-,PVB,2023-12-31 00:00:00,21.2,PVB
Q3 2023,41807,-2823,-131.00,-,413438,55037,358402,16592.67,447120,-,4.27,1.25,-1.54%,1.46%,-4.72%,-,PVB,2023-09-30 00:00:00,20.7,PVB
Q2 2023,52347,1315,61.00,-,394188,33986,360202,16703.58,496800,-23.99,6.32,1.38,-6.64%,-7.91%,-4.17%,-,PVB,2023-06-30 00:00:00,23.0,PVB
Q1 2023,591.2,-7156,-331.00,-,389199,30242,358957,16603.22,282960,-,9.13,0.79,-8.19%,-13.39%,-8.01%,-,PVB,2023-03-31 00:00:00,13.1,PVB
Q4 2022,10004,-12451,-576.00,-,398151,33778,364373,16857.00,244080,-,7.10,0.67,-5.90%,-2.53%,-4.65%,-,PVB,2022-12-31 00:00:00,11.3,PVB
Q3 2022,15656,-2414,-112.00,-,409611,30068,379543,17609.45,371520,-,14.39,0.98,-,-,6.01%,-,PVB,2022-09-30 00:00:00,17.2,PVB
Q2 2022,4734,-653.02,-30.00,-,422586,39966,382621,17577.76,308880,-,15.60,0.81,-,4.43%,6.26%,-,PVB,2022-06-30 00:00:00,14.3,PVB
Q1 2022,3969,4178,193.00,-,-,-,376956,17449.36,505440,33.92,15.90,1.34,-,-,2.95%,-,PVB,2022-03-31 00:00:00,23.4,PVB
Q4 2021,1458,21214,982.00,-,452423,75467,376956,17449.36,425520,732.40,10.97,1.13,-,-,0.14%,-,PVB,2021-12-31 00:00:00,19.7,PVB
Q3 2021,9638,-5409,-250.00,-,-,-,-,-,341280,-,6.13,-,-3.56%,-5.32%,-11.89%,-,PVB,2021-09-30 00:00:00,14.91,PVB
Q2 2021,16733,-5083,-235.00,-,496846,132975,363871,16821.64,347760,-,3.65,0.96,-5.38%,-9.99%,-11.84%,-,PVB,2021-06-30 00:00:00,15.19,PVB
Q1 2021,10956,-10141,-469.00,-,556623,155656,400968,18563.32,393120,-,1.22,0.98,-11.78%,-17.58%,0.46%,-,PVB,2021-03-31 00:00:00,17.17,PVB
Q4 2020,18355,-19928,-923.00,1000.000,574178,163077,411101,19032.47,388800,-,0.56,0.95,-2.51%,-4.82%,15.60%,5.89%,PVB,2020-12-31 00:00:00,16.98,PVB
Q3 2020,49222,-6014,-266.00,-,649681,153956,495725,22950.24,365040,-,0.35,0.74,12.63%,30.44%,43.21%,-,PVB,2020-09-30 00:00:00,15.95,PVB
Q2 2020,243973,37890,1754.00,-,841253,339409,501844,23233.53,334800,2.13,0.34,0.67,20.39%,41.47%,46.91%,-,PVB,2020-06-30 00:00:00,13.86,PVB
Q1 2020,383589,48702,2255.00,-,793601,299799,493802,22863.93,164160,1.62,0.22,0.33,Upgrade,Upgrade,61.73%,-,PVB,2020-03-31 00:00:00,6.79,PVB
Q4 2019,,,,,,,,,,,,,,,,,PVB,2019-12-31 00:00:00,16.27,PVB
Q3 2024,68589,3135,195.00,-,356390,122202,234188,15336.49,795565,22.04,1.88,3.40,7.02%,14.62%,4.54%,-,CAP,2024-09-30 00:00:00,48.5,CAP
Q2 2024,102101,9230,581.00,-,391509,159500,232009,15385.94,975630,11.91,1.75,4.21,11.83%,20.45%,8.39%,-,CAP,2024-06-30 00:00:00,52.1,CAP
Q1 2024,186480,13753,856.00,-,321781,48737,273044,17206.37,788149,7.30,1.23,2.89,6.88%,15.35%,13.70%,-,CAP,2024-03-31 00:00:00,64.7,CAP
Q4 2023,66930,9981,615.33,-,292054,27042,265011,17574.43,790160,6.92,1.29,2.98,-,-,14.46%,-,CAP,2023-12-31 00:00:00,49.69,CAP
Q3 2023,201311,48921,3017.33,-,302668,47637,255031,16912.54,703716,4.88,0.92,2.76,-,-,20.50%,-,CAP,2023-09-30 00:00:00,49.82,CAP
Q2 2023,185034,35334,2226.00,-,-,-,-,-,648738,5.24,0.88,-,23.48%,40.23%,19.10%,-,CAP,2023-06-30 00:00:00,44.37,CAP
Q1 2023,158113,20002,1326.56,-,258713,55121,203592,13502.27,569413,5.21,0.88,2.80,-,-,19.19%,-,CAP,2023-03-31 00:00:00,39.03,CAP
Q4 2022,220303,40007,2653.13,2187.500,233021,38838,194182,12877.13,655806,6.18,1.00,3.38,-,90.82%,16.19%,5.54%,CAP,2022-12-31 00:00:00,34.26,CAP
Q3 2022,172699,28552,1601.33,-,-,-,125751,8339.04,565486,6.61,0.92,4.50,25.93%,71.75%,15.12%,-,CAP,2022-09-30 00:00:00,39.45,CAP
Q2 2022,98722,20700,1372.57,-,286674,160924,125751,8339.04,492186,7.58,0.95,3.91,31.33%,60.24%,13.20%,-,CAP,2022-06-30 00:00:00,34.02,CAP
Q1 2022,165299,16906,1121.18,-,192286,87235,105050,6966.31,455534,7.86,0.86,4.34,33.51%,70.50%,12.72%,-,CAP,2022-03-31 00:00:00,28.33,CAP
Q4 2021,178206,19353,1283.33,1736.111,152669,33192,119477,7922.98,405792,7.09,0.78,3.40,12.88%,33.31%,14.11%,7.43%,CAP,2021-12-31 00:00:00,26.22,CAP
Q3 2021,73455,8005,530.90,-,192162,92038,100124,6639.63,305260,6.68,0.72,3.05,-,-,14.97%,-,CAP,2021-09-30 00:00:00,23.36,CAP
Q2 2021,114427,13677,906.94,-,218730,126604,92125,6108.85,313638,6.60,0.70,3.40,-,75.56%,15.15%,-,CAP,2021-06-30 00:00:00,17.57,CAP
Q1 2021,151880,16223,1075.69,-,-,-,85880,5695.61,201587,5.09,0.48,2.35,20.31%,38.09%,19.66%,-,CAP,2021-03-31 00:00:00,18.05,CAP
Q4 2020,84272,7806,517.71,-,116247,30367,85880,5695.61,171742,5.79,0.47,2.00,21.56%,53.62%,17.28%,-,CAP,2020-12-31 00:00:00,10.86,CAP
Q3 2020,97146,9811,650.69,-,121569,43500,78070,5177.57,153939,4.32,0.34,1.97,-,-,23.17%,-,CAP,2020-09-30 00:00:00,9.26,CAP
Q2 2020,87017,5791,384.03,-,145328,77022,68306,4530.00,149750,5.04,0.34,2.19,Upgrade,Upgrade,19.85%,-,CAP,2020-06-30 00:00:00,8.3,CAP
Q1 2020,,,,,,,,,,,,,,,,,CAP,2020-03-31 00:00:00,7.23,CAP
Q4 2019,,,,,,,,,,,,,,,,,CAP,2019-12-31 00:00:00,7.56,CAP
Q3 2024,15792,-2005,-27.99,-,1277797,189031,1088766,15193.94,659253,-,7.05,0.61,-,-,8.09%,-,NDN,2024-09-30 00:00:00,9.2,NDN
Q2 2024,9524,7684,107.00,-,1341113,248187,1092926,15218.45,824066,7.07,4.71,0.75,-,-,14.15%,-,NDN,2024-06-30 00:00:00,11.5,NDN
Q1 2024,12016,20090,280.50,-,-,-,-,-,852729,4.43,2.65,-,4.75%,10.39%,22.59%,-,NDN,2024-03-31 00:00:00,11.9,NDN
Q3 2023,56175,27581,385.00,-,1382876,307223,1075653,15014.65,730911,4.76,2.35,0.68,-,25.19%,21.01%,-,NDN,2023-09-30 00:00:00,10.2,NDN
Q2 2023,97347,61238,855.00,-,1384524,336453,1048071,14633.04,673585,6.93,2.63,0.64,-,37.34%,14.43%,-,NDN,2023-06-30 00:00:00,9.4,NDN
Q1 2023,156287,83712,1168.00,-,-,-,896654,12512.71,530269,-6.77,3.32,0.59,-0.35%,-8.96%,-14.77%,-,NDN,2023-03-31 00:00:00,7.4,NDN
Q4 2022,1042,-18974,-264.79,-,1497218,600564,896654,12512.71,501606,-,146.50,0.56,-0.10%,-14.15%,-27.62%,-,NDN,2022-12-31 00:00:00,7.0,NDN
Q3 2022,1114,-28765,-,-,1412774,616169,796606,-,637756,-,8.53,0.80,-0.16%,-51.54%,-15.41%,-,NDN,2022-09-30 00:00:00,8.9,NDN
Q2 2022,1124,-114284,-,-,1398621,568850,829770,-,759574,-,2.75,0.92,-0.23%,9.42%,1.57%,-,NDN,2022-06-30 00:00:00,10.6,NDN
Q1 2022,144.28,23463,-,-,1522000,577945,944055,-,1168024,5.54,2.54,1.24,-,-,18.07%,-,NDN,2022-03-31 00:00:00,16.3,NDN
Q4 2021,72342,21327,-,-,1591019,543166,1047853,-,1404496,5.96,2.76,1.34,-,-,16.78%,-,NDN,2021-12-31 00:00:00,17.63,NDN
Q3 2021,202593,81392,-,-,-,-,-,-,1490485,5.22,2.48,-,-,-,19.16%,-,NDN,2021-09-30 00:00:00,17.87,NDN
Q2 2021,184665,84840,-,-,2123237,1009978,1113259,-,1433166,3.79,1.63,1.29,-,-,26.38%,-,NDN,2021-06-30 00:00:00,16.1,NDN
Q1 2021,49827,48133,-,-,-,-,-,-,1595176,4.31,1.75,-,6.54%,29.73%,23.20%,-,NDN,2021-03-31 00:00:00,17.92,NDN
